# Round 9 — Path B5 PKM/voice/claude-code/files deep-fill
# generated_by: scripts/path_b_bucket_5.py
# source: web/landscape.json, extraction/data-gaps.csv
# sections: "Personal AI / PKM / lifelogging memory", "Voice-first / wearable AI memory",
#           "Claude Code memory mechanisms", "File-backed / editor paradigms"
# total_gap_rows: 1281
# matched_cells (rows emitted): 1281
# skipped: 0 (shallow-prose: 0, no-url: 0, other: 0)
# stats:
#   fillable-depth-floor/p10: 59
#   fillable-depth-floor/p5: 188
#   fillable-no-data-promoted/p10: 1
#   fillable-real-data/p10: 1
#   fillable-real-data/p5: 7
#   real-data-no-citation/p1: 950
#   real-data-no-citation/p3: 63
#   shallow-prose/p1: 12
# fallback_chain: DOC_OVERRIDE -> record.url -> skip
# columns: record_id,record_name,column,new_value,citation_url,status,gap_class,priority
record_id,record_name,column,new_value,citation_url,status,gap_class,priority
mcp-memory-service-doobidoo--gh-doobidoo-mcp-memory-service,mcp-memory-service (doobidoo),perf,no public benchmark scores found,https://github.com/doobidoo/mcp-memory-service,depth-floor-reached,fillable-and-missing,10
mem0-mcp-official--gh-mem0ai-mem0-mcp,Mem0 MCP (official),perf,no public benchmark scores found,https://github.com/mem0ai/mem0-mcp,depth-floor-reached,fillable-and-missing,10
official-mcp-memory-server--gh-modelcontextprotocol-servers,Official MCP Memory server,perf,no public benchmark scores found,https://github.com/modelcontextprotocol/servers/tree/main/src/memory,depth-floor-reached,fillable-and-missing,10
openmemory-mcp--mem0-ai,OpenMemory MCP,perf,no public benchmark scores found,https://mem0.ai/openmemory,depth-floor-reached,fillable-and-missing,10
superpowers-episodic-memory-plugin--gh-obra-episodic-memory,Superpowers episodic-memory plugin,perf,no public benchmark scores found,https://github.com/obra/episodic-memory,depth-floor-reached,fillable-and-missing,10
agents-md--agents-md,AGENTS.md,perf,no public benchmark scores found,https://agents.md/,depth-floor-reached,fillable-and-missing,10
aider-conventions-md-aider-conf-yml--aider-chat,Aider CONVENTIONS.md / .aider.conf.yml,perf,no public benchmark scores found,https://aider.chat/docs/usage/conventions.html,depth-floor-reached,fillable-and-missing,10
claude-md--docs-claude-com,CLAUDE.md,perf,no public benchmark scores found,https://docs.claude.com/en/docs/claude-code/memory,depth-floor-reached,fillable-and-missing,10
cline-clinerules--cline-bot,Cline .clinerules,perf,no public benchmark scores found,https://cline.bot/blog/clinerules-version-controlled-shareable-development-rules-for-your-codebase,depth-floor-reached,fillable-and-missing,10
cline-memory-bank--docs-cline-bot,Cline Memory Bank,perf,no public benchmark scores found,https://docs.cline.bot/features/memory-bank,depth-floor-reached,fillable-and-missing,10
continue-dev-continue-rules--docs-continue-dev,Continue.dev .continue/rules,perf,no public benchmark scores found,https://docs.continue.dev/customize/deep-dives/rules,depth-floor-reached,fillable-and-missing,10
cursor-rules--docs-cursor-com,Cursor Rules,perf,no public benchmark scores found,https://docs.cursor.com/context/rules,depth-floor-reached,fillable-and-missing,10
github-copilot-custom-instructions--gh-copilot-customizing-copilot,GitHub Copilot custom instructions,created,no data,https://docs.github.com/en/copilot/how-tos/configure-custom-instructions/add-repository-instructions,real-data,fillable-and-missing,10
github-copilot-custom-instructions--gh-copilot-customizing-copilot,GitHub Copilot custom instructions,perf,no public benchmark scores found,https://docs.github.com/en/copilot/how-tos/configure-custom-instructions/add-repository-instructions,depth-floor-reached,fillable-and-missing,10
replit-replit-md--docs-replit-com,Replit replit.md,perf,no public benchmark scores found,https://docs.replit.com/replitai/replit-dot-md,depth-floor-reached,fillable-and-missing,10
roo-code-roorules--docs-roocode-com,Roo Code .roorules,perf,no public benchmark scores found,https://docs.roocode.com/features/custom-instructions,depth-floor-reached,fillable-and-missing,10
sourcegraph-cody-cody-json--docs-sourcegraph-com,Sourcegraph Cody — cody.json,perf,no public benchmark scores found,https://sourcegraph.com/docs/cody/capabilities/commands,depth-floor-reached,fillable-and-missing,10
windsurf-rules-memories--docs-windsurf-com,Windsurf Rules & Memories,perf,no public benchmark scores found,https://docs.windsurf.com/windsurf/cascade/memories,depth-floor-reached,fillable-and-missing,10
zed-rules--zed-dev,Zed .rules,perf,no public benchmark scores found,https://zed.dev/docs/ai/rules,depth-floor-reached,fillable-and-missing,10
amplenote--amplenote-com,Amplenote,perf,no public benchmark scores found,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,10
apple-notes-apple-intelligence--apple-com,Apple Notes + Apple Intelligence,perf,no public benchmark scores found,https://www.apple.com/apple-intelligence/,depth-floor-reached,fillable-and-missing,10
capacities--capacities-io,Capacities,perf,no public benchmark scores found,https://capacities.io/,depth-floor-reached,fillable-and-missing,10
craft-ai--craft-do,Craft AI,perf,no public benchmark scores found,https://www.craft.do/,depth-floor-reached,fillable-and-missing,10
heptabase--heptabase-com,Heptabase,perf,no public benchmark scores found,https://heptabase.com/,depth-floor-reached,fillable-and-missing,10
heyday--heyday-xyz,Heyday,perf,no public benchmark scores found,https://www.heyday.xyz/,depth-floor-reached,fillable-and-missing,10
logseq--logseq-com,Logseq,perf,no public benchmark scores found,https://docs.logseq.com/,depth-floor-reached,fillable-and-missing,10
mem-ai--mem-ai,Mem.ai,perf,no public benchmark scores found,https://mem.ai/,depth-floor-reached,fillable-and-missing,10
microsoft-recall--microsoft-com,Microsoft Recall,perf,no public benchmark scores found,https://learn.microsoft.com/en-us/windows/ai/apis/recall,depth-floor-reached,fillable-and-missing,10
mymind--access-mymind-com,Mymind,perf,no public benchmark scores found,https://mymind.com/,depth-floor-reached,fillable-and-missing,10
notion-ai--notion-com,Notion AI,perf,no public benchmark scores found,https://www.notion.com/product/ai,depth-floor-reached,fillable-and-missing,10
obsidian-smart-connections--gh-brianpetro-obsidian-smart-connections,Obsidian Smart Connections,perf,no public benchmark scores found,https://github.com/brianpetro/obsidian-smart-connections,depth-floor-reached,fillable-and-missing,10
personal-ai--personal-ai,Personal.ai,perf,no public benchmark scores found,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,10
reflect--reflect-app,Reflect,perf,no public benchmark scores found,https://reflect.app/,depth-floor-reached,fillable-and-missing,10
remnote-ai--remnote-com,RemNote AI,perf,no public benchmark scores found,https://www.remnote.com/,depth-floor-reached,fillable-and-missing,10
saner-ai--saner-ai,Saner.ai,perf,no public benchmark scores found,https://www.saner.ai/,depth-floor-reached,fillable-and-missing,10
scrintal--scrintal-com,Scrintal,perf,no public benchmark scores found,https://scrintal.com/,depth-floor-reached,fillable-and-missing,10
supernotes-ai--supernotes-app,Supernotes AI,perf,no public benchmark scores found,https://supernotes.app/,depth-floor-reached,fillable-and-missing,10
tana--tana-inc,Tana,perf,no public benchmark scores found,https://tana.inc/,depth-floor-reached,fillable-and-missing,10
tencent-ima-copilot--ima-qq-com,Tencent ima.copilot,perf,no public benchmark scores found,https://ima.qq.com/,depth-floor-reached,fillable-and-missing,10
bee--bee-computer,Bee,perf,no public benchmark scores found,https://bee.computer/,depth-floor-reached,fillable-and-missing,10
era-computer--techcrunch-com,Era Computer,citations,searched not found - no academic publication,"https://www.semanticscholar.org/ (searched: title, no academic paper found)",depth-floor-reached,fillable-and-missing,10
friend--friend-com,Friend,perf,no public benchmark scores found,https://friend.com/,depth-floor-reached,fillable-and-missing,10
granola--granola-ai,Granola,perf,no public benchmark scores found,https://www.granola.ai/,depth-floor-reached,fillable-and-missing,10
limitless--limitless-ai,Limitless,perf,no public benchmark scores found,https://www.limitless.ai/,depth-floor-reached,fillable-and-missing,10
omi--omi-me,Omi,perf,no public benchmark scores found,https://www.omi.me/,depth-floor-reached,fillable-and-missing,10
otter-ai--otter-ai,Otter.ai,perf,no public benchmark scores found,https://otter.ai/,depth-floor-reached,fillable-and-missing,10
plaud-notepin--plaud-ai,Plaud NotePin,perf,no public benchmark scores found,https://www.plaud.ai/,depth-floor-reached,fillable-and-missing,10
read-ai--read-ai,Read.ai,perf,no public benchmark scores found,https://www.read.ai/,depth-floor-reached,fillable-and-missing,10
sandbar-stream--sandbar-com,Sandbar Stream,perf,no public benchmark scores found,https://www.sandbar.com/,depth-floor-reached,fillable-and-missing,10
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,otel,searched not found,https://docs.claude.com/en/docs/claude-code/memory,depth-floor-reached,fillable-and-missing,5
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,consistency,not specified - vendor docs do not address this dimension,https://github.com/Angleito/Claude-CursorMemoryMCP,depth-floor-reached,fillable-and-missing,5
claude-mem--gh-thedotmack-claude-mem,claude-mem,tombstoning,not specified - vendor docs do not address this dimension,https://github.com/thedotmack/claude-mem,depth-floor-reached,fillable-and-missing,5
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,consistency,not specified - vendor docs do not address this dimension,https://github.com/supermemoryai/claude-supermemory,depth-floor-reached,fillable-and-missing,5
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,forgetting,not specified - vendor docs do not address this dimension,https://github.com/supermemoryai/claude-supermemory,depth-floor-reached,fillable-and-missing,5
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,tombstoning,not specified - vendor docs do not address this dimension,https://github.com/supermemoryai/claude-supermemory,depth-floor-reached,fillable-and-missing,5
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,versioning,not specified - vendor docs do not address this dimension,https://github.com/supermemoryai/claude-supermemory,depth-floor-reached,fillable-and-missing,5
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,consistency,not specified - vendor docs do not address this dimension,https://github.com/topoteretes/cognee,depth-floor-reached,fillable-and-missing,5
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,forgetting,not specified - vendor docs do not address this dimension,https://github.com/topoteretes/cognee,depth-floor-reached,fillable-and-missing,5
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,tombstoning,not specified - vendor docs do not address this dimension,https://github.com/topoteretes/cognee,depth-floor-reached,fillable-and-missing,5
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,versioning,not specified - vendor docs do not address this dimension,https://github.com/topoteretes/cognee,depth-floor-reached,fillable-and-missing,5
engram--gh-gentleman-programming-engram,engram,consistency,not specified - vendor docs do not address this dimension,https://github.com/Gentleman-Programming/engram,depth-floor-reached,fillable-and-missing,5
engram--gh-gentleman-programming-engram,engram,namespace,not specified - vendor docs do not address this dimension,https://github.com/Gentleman-Programming/engram,depth-floor-reached,fillable-and-missing,5
engram--gh-gentleman-programming-engram,engram,versioning,not specified - vendor docs do not address this dimension,https://github.com/Gentleman-Programming/engram,depth-floor-reached,fillable-and-missing,5
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),consistency,not specified - vendor docs do not address this dimension,https://www.getzep.com/product/knowledge-graph-mcp,depth-floor-reached,fillable-and-missing,5
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),otel,searched not found,https://www.getzep.com/product/knowledge-graph-mcp,depth-floor-reached,fillable-and-missing,5
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,consistency,not specified - vendor docs do not address this dimension,https://hindsight.vectorize.io/developer/mcp-server,depth-floor-reached,fillable-and-missing,5
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,forgetting,not specified - vendor docs do not address this dimension,https://hindsight.vectorize.io/developer/mcp-server,depth-floor-reached,fillable-and-missing,5
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,tombstoning,not specified - vendor docs do not address this dimension,https://hindsight.vectorize.io/developer/mcp-server,depth-floor-reached,fillable-and-missing,5
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,versioning,not specified - vendor docs do not address this dimension,https://hindsight.vectorize.io/developer/mcp-server,depth-floor-reached,fillable-and-missing,5
local-memory-mcp--gh-studiomeyer-io-local-memory-mcp,local-memory-mcp,consistency,not specified - vendor docs do not address this dimension,https://github.com/studiomeyer-io/local-memory-mcp,depth-floor-reached,fillable-and-missing,5
local-memory-mcp--gh-studiomeyer-io-local-memory-mcp,local-memory-mcp,namespace,not specified - vendor docs do not address this dimension,https://github.com/studiomeyer-io/local-memory-mcp,depth-floor-reached,fillable-and-missing,5
local-memory-mcp--gh-studiomeyer-io-local-memory-mcp,local-memory-mcp,tombstoning,not specified - vendor docs do not address this dimension,https://github.com/studiomeyer-io/local-memory-mcp,depth-floor-reached,fillable-and-missing,5
mcp-knowledge-graph--gh-shaneholloman-mcp-knowledge-graph,mcp-knowledge-graph,consistency,not specified - vendor docs do not address this dimension,https://github.com/shaneholloman/mcp-knowledge-graph,depth-floor-reached,fillable-and-missing,5
mcp-knowledge-graph--gh-shaneholloman-mcp-knowledge-graph,mcp-knowledge-graph,tombstoning,not specified - vendor docs do not address this dimension,https://github.com/shaneholloman/mcp-knowledge-graph,depth-floor-reached,fillable-and-missing,5
mcp-memory-puliczek--gh-puliczek-mcp-memory,mcp-memory (Puliczek),consistency,not specified - vendor docs do not address this dimension,https://github.com/Puliczek/mcp-memory,depth-floor-reached,fillable-and-missing,5
mcp-memory-puliczek--gh-puliczek-mcp-memory,mcp-memory (Puliczek),tombstoning,not specified - vendor docs do not address this dimension,https://github.com/Puliczek/mcp-memory,depth-floor-reached,fillable-and-missing,5
mcp-memory-service-doobidoo--gh-doobidoo-mcp-memory-service,mcp-memory-service (doobidoo),consistency,not specified - vendor docs do not address this dimension,https://github.com/doobidoo/mcp-memory-service,depth-floor-reached,fillable-and-missing,5
mcp-memory-service-doobidoo--gh-doobidoo-mcp-memory-service,mcp-memory-service (doobidoo),tombstoning,not specified - vendor docs do not address this dimension,https://github.com/doobidoo/mcp-memory-service,depth-floor-reached,fillable-and-missing,5
mem0-mcp-official--gh-mem0ai-mem0-mcp,Mem0 MCP (official),consistency,not specified - vendor docs do not address this dimension,https://github.com/mem0ai/mem0-mcp,depth-floor-reached,fillable-and-missing,5
mem0-mcp-official--gh-mem0ai-mem0-mcp,Mem0 MCP (official),forgetting,not specified - vendor docs do not address this dimension,https://github.com/mem0ai/mem0-mcp,depth-floor-reached,fillable-and-missing,5
mem0-mcp-official--gh-mem0ai-mem0-mcp,Mem0 MCP (official),otel,searched not found,https://github.com/mem0ai/mem0-mcp,depth-floor-reached,fillable-and-missing,5
mem0-mcp-official--gh-mem0ai-mem0-mcp,Mem0 MCP (official),tombstoning,not specified - vendor docs do not address this dimension,https://github.com/mem0ai/mem0-mcp,depth-floor-reached,fillable-and-missing,5
mem0-mcp-official--gh-mem0ai-mem0-mcp,Mem0 MCP (official),versioning,not specified - vendor docs do not address this dimension,https://github.com/mem0ai/mem0-mcp,depth-floor-reached,fillable-and-missing,5
official-mcp-memory-server--gh-modelcontextprotocol-servers,Official MCP Memory server,consistency,not specified - vendor docs do not address this dimension,https://github.com/modelcontextprotocol/servers/tree/main/src/memory,depth-floor-reached,fillable-and-missing,5
official-mcp-memory-server--gh-modelcontextprotocol-servers,Official MCP Memory server,tombstoning,not specified - vendor docs do not address this dimension,https://github.com/modelcontextprotocol/servers/tree/main/src/memory,depth-floor-reached,fillable-and-missing,5
openmemory-mcp--mem0-ai,OpenMemory MCP,consistency,not specified - vendor docs do not address this dimension,https://mem0.ai/openmemory,depth-floor-reached,fillable-and-missing,5
openmemory-mcp--mem0-ai,OpenMemory MCP,versioning,not specified - vendor docs do not address this dimension,https://mem0.ai/openmemory,depth-floor-reached,fillable-and-missing,5
superpowers-episodic-memory-plugin--gh-obra-episodic-memory,Superpowers episodic-memory plugin,consistency,not specified - vendor docs do not address this dimension,https://github.com/obra/episodic-memory,depth-floor-reached,fillable-and-missing,5
github-copilot-custom-instructions--gh-copilot-customizing-copilot,GitHub Copilot custom instructions,latest-release,no data — repo … no data —,https://docs.github.com/en/copilot/how-tos/configure-custom-instructions/add-repository-instructions,real-data,fillable-and-missing,5
github-copilot-custom-instructions--gh-copilot-customizing-copilot,GitHub Copilot custom instructions,license,no data — repo unreachable,https://docs.github.com/en/copilot/how-tos/configure-custom-instructions/add-repository-instructions,real-data,fillable-and-missing,5
windsurf-rules-memories--docs-windsurf-com,Windsurf Rules & Memories,consistency,not specified - vendor docs do not address this dimension,https://docs.windsurf.com/windsurf/cascade/memories,depth-floor-reached,fillable-and-missing,5
amplenote--amplenote-com,Amplenote,a2a-support,searched not found,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,5
amplenote--amplenote-com,Amplenote,consistency,not specified - vendor docs do not address this dimension,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,5
amplenote--amplenote-com,Amplenote,import-export,searched not found,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,5
amplenote--amplenote-com,Amplenote,mcp-support,searched not found,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,5
amplenote--amplenote-com,Amplenote,otel,searched not found,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,5
amplenote--amplenote-com,Amplenote,versioning,not specified - vendor docs do not address this dimension,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,5
amplenote--amplenote-com,Amplenote,webhooks,searched not found,https://www.amplenote.com/,depth-floor-reached,fillable-and-missing,5
apple-notes-apple-intelligence--apple-com,Apple Notes + Apple Intelligence,consistency,not specified - vendor docs do not address this dimension,https://www.apple.com/apple-intelligence/,depth-floor-reached,fillable-and-missing,5
capacities--capacities-io,Capacities,a2a-support,searched not found,https://capacities.io/,depth-floor-reached,fillable-and-missing,5
capacities--capacities-io,Capacities,consistency,not specified - vendor docs do not address this dimension,https://capacities.io/,depth-floor-reached,fillable-and-missing,5
capacities--capacities-io,Capacities,import-export,searched not found,https://capacities.io/,depth-floor-reached,fillable-and-missing,5
capacities--capacities-io,Capacities,mcp-support,searched not found,https://capacities.io/,depth-floor-reached,fillable-and-missing,5
capacities--capacities-io,Capacities,mindshare,n/a (SaaS app) ~8 (very small jobs,https://capacities.io/,real-data,fillable-and-missing,5
capacities--capacities-io,Capacities,otel,searched not found,https://capacities.io/,depth-floor-reached,fillable-and-missing,5
capacities--capacities-io,Capacities,versioning,not specified - vendor docs do not address this dimension,https://capacities.io/,depth-floor-reached,fillable-and-missing,5
capacities--capacities-io,Capacities,webhooks,searched not found,https://capacities.io/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,a2a-support,searched not found,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,consistency,not specified - vendor docs do not address this dimension,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,import-export,searched not found,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,mcp-support,searched not found,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,namespace,not specified - vendor docs do not address this dimension,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,otel,searched not found,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,versioning,not specified - vendor docs do not address this dimension,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
craft-ai--craft-do,Craft AI,webhooks,searched not found,https://www.craft.do/,depth-floor-reached,fillable-and-missing,5
heptabase--heptabase-com,Heptabase,a2a-support,searched not found,https://heptabase.com/,depth-floor-reached,fillable-and-missing,5
heptabase--heptabase-com,Heptabase,consistency,not specified - vendor docs do not address this dimension,https://heptabase.com/,depth-floor-reached,fillable-and-missing,5
heptabase--heptabase-com,Heptabase,import-export,searched not found,https://heptabase.com/,depth-floor-reached,fillable-and-missing,5
heptabase--heptabase-com,Heptabase,mcp-support,searched not found,https://heptabase.com/,depth-floor-reached,fillable-and-missing,5
heptabase--heptabase-com,Heptabase,mindshare,n/a (SaaS app) ~10 (small team jobs,https://heptabase.com/,real-data,fillable-and-missing,5
heptabase--heptabase-com,Heptabase,otel,searched not found,https://heptabase.com/,depth-floor-reached,fillable-and-missing,5
heptabase--heptabase-com,Heptabase,webhooks,searched not found,https://heptabase.com/,depth-floor-reached,fillable-and-missing,5
heyday--heyday-xyz,Heyday,a2a-support,searched not found,https://www.heyday.xyz/,depth-floor-reached,fillable-and-missing,5
heyday--heyday-xyz,Heyday,consistency,not specified - vendor docs do not address this dimension,https://www.heyday.xyz/,depth-floor-reached,fillable-and-missing,5
heyday--heyday-xyz,Heyday,import-export,searched not found,https://www.heyday.xyz/,depth-floor-reached,fillable-and-missing,5
heyday--heyday-xyz,Heyday,mcp-support,searched not found,https://www.heyday.xyz/,depth-floor-reached,fillable-and-missing,5
heyday--heyday-xyz,Heyday,otel,searched not found,https://www.heyday.xyz/,depth-floor-reached,fillable-and-missing,5
heyday--heyday-xyz,Heyday,webhooks,searched not found,https://www.heyday.xyz/,depth-floor-reached,fillable-and-missing,5
logseq--logseq-com,Logseq,consistency,not specified - vendor docs do not address this dimension,https://docs.logseq.com/,depth-floor-reached,fillable-and-missing,5
logseq--logseq-com,Logseq,mindshare,n/a (desktop app) ~10 (small team jobs,https://docs.logseq.com/,real-data,fillable-and-missing,5
mem-ai--mem-ai,Mem.ai,a2a-support,searched not found,https://mem.ai/,depth-floor-reached,fillable-and-missing,5
mem-ai--mem-ai,Mem.ai,consistency,not specified - vendor docs do not address this dimension,https://mem.ai/,depth-floor-reached,fillable-and-missing,5
mem-ai--mem-ai,Mem.ai,import-export,searched not found,https://mem.ai/,depth-floor-reached,fillable-and-missing,5
mem-ai--mem-ai,Mem.ai,mcp-support,searched not found,https://mem.ai/,depth-floor-reached,fillable-and-missing,5
mem-ai--mem-ai,Mem.ai,otel,searched not found,https://mem.ai/,depth-floor-reached,fillable-and-missing,5
mem-ai--mem-ai,Mem.ai,versioning,not specified - vendor docs do not address this dimension,https://mem.ai/,depth-floor-reached,fillable-and-missing,5
mem-ai--mem-ai,Mem.ai,webhooks,searched not found,https://mem.ai/,depth-floor-reached,fillable-and-missing,5
microsoft-recall--microsoft-com,Microsoft Recall,mcp-support,searched not found,https://learn.microsoft.com/en-us/windows/ai/apis/recall,depth-floor-reached,fillable-and-missing,5
mymind--access-mymind-com,Mymind,a2a-support,searched not found,https://mymind.com/,depth-floor-reached,fillable-and-missing,5
mymind--access-mymind-com,Mymind,consistency,not specified - vendor docs do not address this dimension,https://mymind.com/,depth-floor-reached,fillable-and-missing,5
mymind--access-mymind-com,Mymind,import-export,searched not found,https://mymind.com/,depth-floor-reached,fillable-and-missing,5
mymind--access-mymind-com,Mymind,mcp-support,searched not found,https://mymind.com/,depth-floor-reached,fillable-and-missing,5
mymind--access-mymind-com,Mymind,otel,searched not found,https://mymind.com/,depth-floor-reached,fillable-and-missing,5
mymind--access-mymind-com,Mymind,versioning,not specified - vendor docs do not address this dimension,https://mymind.com/,depth-floor-reached,fillable-and-missing,5
mymind--access-mymind-com,Mymind,webhooks,searched not found,https://mymind.com/,depth-floor-reached,fillable-and-missing,5
notion-ai--notion-com,Notion AI,a2a-support,searched not found,https://www.notion.com/product/ai,depth-floor-reached,fillable-and-missing,5
notion-ai--notion-com,Notion AI,consistency,not specified - vendor docs do not address this dimension,https://www.notion.com/product/ai,depth-floor-reached,fillable-and-missing,5
notion-ai--notion-com,Notion AI,otel,searched not found,https://www.notion.com/product/ai,depth-floor-reached,fillable-and-missing,5
notion-ai--notion-com,Notion AI,versioning,not specified - vendor docs do not address this dimension,https://www.notion.com/product/ai,depth-floor-reached,fillable-and-missing,5
obsidian-smart-connections--gh-brianpetro-obsidian-smart-connections,Obsidian Smart Connections,consistency,not specified - vendor docs do not address this dimension,https://github.com/brianpetro/obsidian-smart-connections,depth-floor-reached,fillable-and-missing,5
personal-ai--personal-ai,Personal.ai,a2a-support,searched not found,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,5
personal-ai--personal-ai,Personal.ai,consistency,not specified - vendor docs do not address this dimension,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,5
personal-ai--personal-ai,Personal.ai,import-export,searched not found,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,5
personal-ai--personal-ai,Personal.ai,mcp-support,searched not found,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,5
personal-ai--personal-ai,Personal.ai,otel,searched not found,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,5
personal-ai--personal-ai,Personal.ai,versioning,not specified - vendor docs do not address this dimension,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,5
personal-ai--personal-ai,Personal.ai,webhooks,searched not found,https://www.personal.ai/,depth-floor-reached,fillable-and-missing,5
reflect--reflect-app,Reflect,a2a-support,searched not found,https://reflect.app/,depth-floor-reached,fillable-and-missing,5
reflect--reflect-app,Reflect,consistency,not specified - vendor docs do not address this dimension,https://reflect.app/,depth-floor-reached,fillable-and-missing,5
reflect--reflect-app,Reflect,import-export,searched not found,https://reflect.app/,depth-floor-reached,fillable-and-missing,5
reflect--reflect-app,Reflect,mcp-support,searched not found,https://reflect.app/,depth-floor-reached,fillable-and-missing,5
