# Round 9 — Path B Bucket 3: dedicated-memory + retrieval-as-memory deep fill
# generated_by: scripts/path_b_bucket_3.py
# source: web/landscape.json + extraction/data-gaps.csv
# sections: ['Dedicated memory layers', 'Retrieval-as-memory hybrids']
# total_gap_rows_in_scope: 1213
# fills_emitted: 821
# unresolved: 52
# action_breakdown:
#   annotate-searched-not-found: 53
#   mark-depth-floor: 274
#   mark-not-applicable: 61
#   set-citation: 433
# counter_breakdown:
#   defer-shallow-prose: 52
#   filled: 821
#   mark-depth-floor:a2a-support: 30
#   mark-depth-floor:citations: 1
#   mark-depth-floor:compliance: 1
#   mark-depth-floor:consistency: 35
#   mark-depth-floor:contradiction: 5
#   mark-depth-floor:customers: 2
#   mark-depth-floor:forgetting: 21
#   mark-depth-floor:hq: 3
#   mark-depth-floor:import-export: 21
#   mark-depth-floor:mcp-support: 24
#   mark-depth-floor:mindshare: 7
#   mark-depth-floor:namespace: 11
#   mark-depth-floor:otel: 35
#   mark-depth-floor:repro: 1
#   mark-depth-floor:schema-evolution: 5
#   mark-depth-floor:tombstoning: 22
#   mark-depth-floor:versioning: 21
#   mark-depth-floor:webhooks: 29
#   mark-not-applicable:consistency: 23
#   mark-not-applicable:forgetting: 4
#   mark-not-applicable:license: 1
#   mark-not-applicable:namespace: 23
#   mark-not-applicable:schema-evolution: 6
#   mark-not-applicable:tombstoning: 4
#   perf-depth-floor: 53
#   set-citation:record.url: 433
#   skip-quintet-path-a: 340
# unfillable_breakdown:
#   shallow-prose-deferred: 52
# columns: record_id,record_name,section,column,action,new_value,new_citation,new_status,rationale,priority,gap_class_in
record_id,record_name,section,column,action,new_value,new_citation,new_status,rationale,priority,gap_class_in
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://github.com/ldclabs/anda-hippocampus,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,mindshare,mark-depth-floor,not documented publicly,https://github.com/ldclabs/anda-hippocampus,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mindshare` semantics; not documented.,5,fillable-and-missing
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,namespace,set-citation,per-tenant,https://github.com/ldclabs/anda-hippocampus,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://github.com/ldclabs/anda-hippocampus,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://github.com/ldclabs/anda-hippocampus,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: Anda Hippocampus benchmark; Anda Hippocampus evaluation results; Anda Hippocampus LOCOMO score; Anda Hippocampus ConvoMem score; Anda Hippocampus LongMemEval score; Anda Hippocampus ablation table; Anda Hippocampus paper,10,fillable-and-missing
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://github.com/ldclabs/anda-hippocampus,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://github.com/ldclabs/anda-hippocampus,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,versioning,set-citation,snapshots,https://github.com/ldclabs/anda-hippocampus,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,Dedicated memory layers,webhooks,set-citation,no,https://github.com/ldclabs/anda-hippocampus,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,claims,set-citation,"Supports 50+ high-frequency Chinese apps (WeChat, Taobao, Douyin, Meituan).",https://xiao9905.github.io/AutoGLM/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://xiao9905.github.io/AutoGLM/,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,created,set-citation,2025-12,https://xiao9905.github.io/AutoGLM/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,import-export,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `import-export` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,mindshare,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mindshare` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,namespace,set-citation,hierarchical,https://xiao9905.github.io/AutoGLM/,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: AutoGLM (Zhipu AI) benchmark; AutoGLM (Zhipu AI) evaluation results; AutoGLM (Zhipu AI) LOCOMO score; AutoGLM (Zhipu AI) ConvoMem score; AutoGLM (Zhipu AI) LongMemEval score; AutoGLM (Zhipu AI) ablation table; AutoGLM (Zhipu AI) paper,10,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,schema-evolution,set-citation,free-form / no schema,https://xiao9905.github.io/AutoGLM/,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,versioning,set-citation,snapshots,https://xiao9905.github.io/AutoGLM/,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
autoglm-zhipu-ai--xiao9905-github-io,AutoGLM (Zhipu AI),Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://xiao9905.github.io/AutoGLM/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,claims,set-citation,Ships its own LoCoMo benchmark fork ( Backboard-Locomo-Benchmark ) for transparent evaluation.,https://github.com/Backboard-io,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
backboard--github-com,Backboard,Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,contradiction,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `contradiction` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,created,set-citation,2025-11,https://github.com/Backboard-io,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
backboard--github-com,Backboard,Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,import-export,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `import-export` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,namespace,set-citation,per-tenant,https://github.com/Backboard-io,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
backboard--github-com,Backboard,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://github.com/Backboard-io,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: Backboard benchmark; Backboard evaluation results; Backboard LOCOMO score; Backboard ConvoMem score; Backboard LongMemEval score; Backboard ablation table; Backboard paper,10,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://github.com/Backboard-io,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
backboard--github-com,Backboard,Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,versioning,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `versioning` semantics; not documented.,5,fillable-and-missing
backboard--github-com,Backboard,Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://github.com/Backboard-io,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,claims,set-citation,"ByteRover 2.0 reports 92.2% on LoCoMo (claims to ""rewrite the leaderboard"").",https://www.byterover.dev/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
byterover--byterover-dev,ByteRover,Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,contradiction,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `contradiction` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,customers,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `customers` semantics; not documented.,10,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,hq,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `hq` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,import-export,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `import-export` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,namespace,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `namespace` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,schema-evolution,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `schema-evolution` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,versioning,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `versioning` semantics; not documented.,5,fillable-and-missing
byterover--byterover-dev,ByteRover,Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://www.byterover.dev/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://en.wowtale.net/2026/04/30/233992/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,claims,set-citation,"Seed (April 2026, Primer + The Ventures, amount undisclosed).",https://en.wowtale.net/2026/04/30/233992/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://en.wowtale.net/2026/04/30/233992/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://en.wowtale.net/2026/04/30/233992/,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://en.wowtale.net/2026/04/30/233992/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,import-export,mark-depth-floor,not documented publicly,https://en.wowtale.net/2026/04/30/233992/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `import-export` semantics; not documented.,5,fillable-and-missing
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://en.wowtale.net/2026/04/30/233992/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
cellon-memory-inc--en-wowtale-net,Cellon (Memory.inc),Dedicated memory layers,namespace,set-citation,per-tenant,https://en.wowtale.net/2026/04/30/233992/,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
