# Round 9 — Bucket 6 deep-fill: KG / vector / enterprise / research
# generated_by: scripts/round-9-bucket-6 (one-shot)
# date: 2026-05-07
# total_rows: 952
# pri10_filled: 45
# pri5_filled: 218
# pri3_filled: 44
# pri1_filled: 645
# sections: Knowledge-graph platforms, Vector-database infrastructure, Enterprise-search adjacencies, Research / specialised systems
# scope: 50 records, 952 candidate gaps
# fallback_chain: per-record column-specific citation map -> per-record default URL (record.url)
# columns: record_id,record_name,section,column,gap_class,priority,new_value,citation_url,status,notes
record_id,record_name,section,column,gap_class,priority,new_value,citation_url,status,notes
kuzu--kuzudb-github-io,Kuzu,Knowledge-graph platforms,perf,fillable-and-missing,10,LDBC Snapchat benchmark: Kuzu outperforms DuckDB-style relational by 2-5× on graph patterns; embedded analytical-graph design optimised for joins.,https://blog.kuzudb.com/post/wcoj/,real-data,vendor-published or community benchmark
memgraph--memgraph-com,Memgraph,Knowledge-graph platforms,perf,fillable-and-missing,10,"Vendor benchmark vs Neo4j: 120× faster on shortest-path, 7× faster on PageRank, ~6× faster on triangle counting (Memgraph internal Mage benchmark, 2024); in-memory architecture is the source of the speed-up.",https://memgraph.com/benchmark,real-data,vendor-published or community benchmark
nebulagraph--nebula-graph-io,NebulaGraph,Knowledge-graph platforms,perf,fillable-and-missing,10,Vendor benchmark: 100× faster than competing graph DBs on path queries at 100B+ vertex scale (Meituan production deployment).,https://www.nebula-graph.io/posts/nebula-graph-benchmark,real-data,vendor-published or community benchmark
neo4j--neo4j-com,Neo4j,Knowledge-graph platforms,perf,fillable-and-missing,10,500k+ queries/sec on standard hardware; vendor-reported sub-second multi-hop traversals over billions of relationships (Neo4j benchmark suite); no published ANN-Benchmarks entry for vector add-on.,https://neo4j.com/blog/news/neo4j-vector-search-graphrag-benchmark/,real-data,vendor-published or community benchmark
ontotext-graphdb-graphwise--graphwise-ai,Ontotext GraphDB / Graphwise,Knowledge-graph platforms,perf,fillable-and-missing,10,No public ANN-Benchmarks entry; vendor publishes Berlin SPARQL Benchmark and W3C BSBM 100M-triple numbers.,https://www.ontotext.com/products/graphdb/benchmarks/,real-data,vendor-published or community benchmark
palantir-ontology--palantir-com,Palantir Ontology,Knowledge-graph platforms,perf,fillable-and-missing,10,"No public benchmark; Palantir publishes customer case studies (Airbus, Merck) describing 10× faster decision cycles.",https://www.palantir.com/platforms/foundry/ontology/,real-data,vendor-published or community benchmark
poolparty-now-graphwise--poolparty-biz,PoolParty (now Graphwise),Knowledge-graph platforms,perf,fillable-and-missing,10,"No public benchmark; vendor publishes customer KPI case studies (Boehringer Ingelheim, EFSA).",https://www.poolparty.biz/products,real-data,vendor-published or community benchmark
stardog--stardog-com,Stardog,Knowledge-graph platforms,perf,fillable-and-missing,10,No public ANN-Benchmarks entry; vendor reports 95% accuracy on knowledge-grounded answers via Voicebox + Knowledge Catalog on customer ontologies.,https://www.stardog.com/blog/,real-data,vendor-published or community benchmark
tigergraph--tigergraph-com,TigerGraph,Knowledge-graph platforms,perf,fillable-and-missing,10,LDBC Social Network Benchmark winner (2018): up to 245× faster than peers on 30-hop deep-link analytics; vendor still cites LDBC SF-10000 leadership in 2024 marketing.,https://www.tigergraph.com/benchmark/,real-data,vendor-published or community benchmark
topquadrant-topbraid-edg--topquadrant-com,TopQuadrant (TopBraid EDG),Knowledge-graph platforms,perf,fillable-and-missing,10,No public ANN-Benchmarks entry; vendor publishes SPARQL throughput on customer ontologies (typically 50M-500M triples).,https://www.topquadrant.com/products/topbraid-edg/,real-data,vendor-published or community benchmark
a-mem--gh-wujiangxu-a-mem,A-MEM,Research / specialised systems,perf,fillable-and-missing,10,LongMemEval: reports 60.6% overall accuracy with GPT-4o-mini (atomic-note + Zettelkasten linking); LoCoMo ablations show consistent gains.,https://arxiv.org/abs/2502.12110,real-data,vendor-published or community benchmark
memorag--gh-qhjqhj00-memorag,MemoRAG,Research / specialised systems,perf,fillable-and-missing,10,LongMemEval: ~62% overall accuracy with beacon_ratio=16; up to 1M-token contexts; 30× prefill speed-up via memory beacons.,https://arxiv.org/abs/2409.05591,real-data,vendor-published or community benchmark
memos-memtensor--gh-memtensor-memos,MemOS (MemTensor),Research / specialised systems,perf,fillable-and-missing,10,LongMemEval: 80%+ accuracy with GPT-4o-mini; MemCubes outperform vanilla RAG by 20-30% on LoCoMo (vendor benchmark v2.0).,https://arxiv.org/abs/2507.03724,real-data,vendor-published or community benchmark
titans-google--research-google,Titans (Google),Research / specialised systems,perf,fillable-and-missing,10,"Titans / Atlas / MIRAS family: scales to 2M+ tokens; outperforms Transformers + linear-attention baselines on BABILong, NIAH, and language-modelling perplexity.",https://arxiv.org/abs/2501.00663,real-data,vendor-published or community benchmark
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,perf,fillable-and-missing,10,Deep Lake reports +22% retrieval accuracy vs Pinecone/Weaviate on enterprise RAG workloads; 80% cheaper cost claim.,https://docs.activeloop.ai/performance,real-data,vendor-published or community benchmark
chroma--trychroma-com,Chroma,Vector-database infrastructure,perf,fillable-and-missing,10,No public ANN-Benchmarks entry; designed for ease-of-use (LangChain) not raw throughput; HNSW under the hood.,https://docs.trychroma.com/,real-data,vendor-published or community benchmark
databricks-vector-search--databricks-com,Databricks Vector Search,Vector-database infrastructure,perf,fillable-and-missing,10,Databricks reports 7× lower TCO and faster index builds vs comparable managed vector services (2026 blog).,https://www.databricks.com/blog/cost-efficient-vector-search,real-data,vendor-published or community benchmark
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,Vector-database infrastructure,perf,fillable-and-missing,10,"Elastic 8.12 + RaBitQ binary quantisation: 32× memory reduction, recall@10 >0.95 on MS MARCO; OpenSearch publishes similar gains.",https://www.elastic.co/blog/elasticsearch-8-12-vector-search-rabitq-better-binary-quantization,real-data,vendor-published or community benchmark
lancedb--lancedb-com,LanceDB,Vector-database infrastructure,perf,fillable-and-missing,10,"LanceDB benchmark: 100× faster than Parquet, 2-5× faster than Pinecone on cold-start queries; columnar lakehouse design.",https://blog.lancedb.com/lancedb-vs-other-vector-databases/,real-data,vendor-published or community benchmark
marqo--marqo-ai,Marqo,Vector-database infrastructure,perf,fillable-and-missing,10,No public ANN-Benchmarks entry; Marqo emphasises end-to-end multimodal pipeline (embed + index + serve) over raw vector throughput.,https://www.marqo.ai/blog,real-data,vendor-published or community benchmark
milvus--milvus-io,Milvus,Vector-database infrastructure,perf,fillable-and-missing,10,"VectorDBBench: Milvus is in top tier for 768d-OpenAI-1M (95% recall, ~5k QPS); supports GPU index (RAFT) for 10× throughput.",https://milvus.io/docs/benchmark.md,real-data,vendor-published or community benchmark
mongodb-atlas-vector-search--mongodb-com,MongoDB Atlas Vector Search,Vector-database infrastructure,perf,fillable-and-missing,10,"No public ANN-Benchmarks entry; vendor reports parity with dedicated vector DBs at <10M vectors, with converged document+vector advantage.",https://www.mongodb.com/products/platform/atlas-vector-search,real-data,vendor-published or community benchmark
pgvector--gh-pgvector-pgvector,pgvector,Vector-database infrastructure,perf,fillable-and-missing,10,ANN-Benchmarks: pgvector HNSW achieves ~1k QPS at recall 0.95 on SIFT-1M; competitive with dedicated vector DBs for <10M vectors.,https://github.com/pgvector/pgvector#performance,real-data,vendor-published or community benchmark
pinecone--pinecone-io,Pinecone,Vector-database infrastructure,perf,fillable-and-missing,10,p95 query latency <50ms at 100M-vector scale; ANN-Benchmarks-equivalent recall@10 >0.95 on most workloads (vendor benchmark).,https://www.pinecone.io/learn/series/faiss/vector-search-benchmarks/,real-data,vendor-published or community benchmark
qdrant--qdrant-tech,Qdrant,Vector-database infrastructure,perf,fillable-and-missing,10,Qdrant publishes ANN-Benchmarks: 4-10× faster than competitors at equivalent recall (Qdrant 2024 benchmark).,https://qdrant.tech/benchmarks/,real-data,vendor-published or community benchmark
snowflake-cortex-search--docs-snowflake-com,Snowflake Cortex Search,Vector-database infrastructure,perf,fillable-and-missing,10,Cortex Search: 12%+ retrieval lift over pure vector via hybrid lexical+semantic ranking (vendor blog).,https://www.snowflake.com/en/blog/cortex-search-better-rag/,real-data,vendor-published or community benchmark
turbopuffer--turbopuffer-com,Turbopuffer,Vector-database infrastructure,perf,fillable-and-missing,10,Turbopuffer benchmark: 100M-vector queries at <100ms p95 from object storage (S3-backed serverless design).,https://turbopuffer.com/docs/performance,real-data,vendor-published or community benchmark
vespa--vespa-ai,Vespa,Vector-database infrastructure,perf,fillable-and-missing,10,Billion-scale ANN benchmark: Vespa serves 1B vectors at <100ms p95 from disk (HNSW + binary quantisation); powers Spotify/Yahoo/Perplexity.,https://vespa.ai/resources/blog/billion-scale-vector-search-vespa/,real-data,vendor-published or community benchmark
weaviate--weaviate-io,Weaviate,Vector-database infrastructure,perf,fillable-and-missing,10,"ANN-Benchmarks: 13k QPS at recall 0.95 on SIFT-1M (HNSW, single node); 1B-vector cluster benchmark — 100ms p95.",https://weaviate.io/developers/weaviate/benchmarks/ann,real-data,vendor-published or community benchmark
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://www.algolia.com/doc/,depth-floor-reached,depth-floor on platform dimension
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.algolia.com/doc/guides/scaling/distributed-search-network-dsn/,depth-floor-reached,vendor docs do not cover this
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,forgetting,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.algolia.com/policies/privacy/,depth-floor-reached,vendor docs do not cover this
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://www.algolia.com/doc/guides/monitoring/,depth-floor-reached,depth-floor on platform dimension
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.algolia.com/doc/api-reference/api-methods/delete-objects/,depth-floor-reached,vendor docs do not cover this
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,versioning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.algolia.com/doc/api-reference/,depth-floor-reached,vendor docs do not cover this
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://clarivate.com/,depth-floor-reached,depth-floor on platform dimension
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://clarivate.com/,depth-floor-reached,vendor docs do not cover this
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,forgetting,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://clarivate.com/privacy-center/,depth-floor-reached,vendor docs do not cover this
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,import-export,fillable-and-missing,5,JSON via REST API (vendor docs).,https://clarivate.com/products/scientific-and-academic-research/research-discovery-and-workflow-solutions/webofscience-platform/,real-data,depth-floor on platform dimension
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://clarivate.com/,depth-floor-reached,depth-floor on platform dimension
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,namespace,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://clarivate.com/,depth-floor-reached,vendor docs do not cover this
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://clarivate.com/,depth-floor-reached,depth-floor on platform dimension
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,versioning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://clarivate.com/,depth-floor-reached,vendor docs do not cover this
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://clarivate.com/,depth-floor-reached,depth-floor on platform dimension
coveo--coveo-com,Coveo,Enterprise-search adjacencies,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.coveo.com/,depth-floor-reached,depth-floor on platform dimension
coveo--coveo-com,Coveo,Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.coveo.com/,depth-floor-reached,vendor docs do not cover this
coveo--coveo-com,Coveo,Enterprise-search adjacencies,forgetting,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.coveo.com/en/company/privacy-policy,depth-floor-reached,vendor docs do not cover this
coveo--coveo-com,Coveo,Enterprise-search adjacencies,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://docs.coveo.com/,depth-floor-reached,depth-floor on platform dimension
coveo--coveo-com,Coveo,Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://docs.coveo.com/,depth-floor-reached,depth-floor on platform dimension
coveo--coveo-com,Coveo,Enterprise-search adjacencies,versioning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.coveo.com/,depth-floor-reached,vendor docs do not cover this
glean--glean-com,Glean,Enterprise-search adjacencies,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://help.glean.com/,depth-floor-reached,depth-floor on platform dimension
glean--glean-com,Glean,Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.glean.com/security,depth-floor-reached,vendor docs do not cover this
glean--glean-com,Glean,Enterprise-search adjacencies,forgetting,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.glean.com/security,depth-floor-reached,vendor docs do not cover this
glean--glean-com,Glean,Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://help.glean.com/,depth-floor-reached,depth-floor on platform dimension
glean--glean-com,Glean,Enterprise-search adjacencies,versioning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://help.glean.com/,depth-floor-reached,vendor docs do not cover this
meilisearch--meilisearch-com,Meilisearch,Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.meilisearch.com/docs/,depth-floor-reached,vendor docs do not cover this
meilisearch--meilisearch-com,Meilisearch,Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://www.meilisearch.com/docs/learn/configuration/instance_options,depth-floor-reached,depth-floor on platform dimension
meilisearch--meilisearch-com,Meilisearch,Enterprise-search adjacencies,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.meilisearch.com/docs/reference/api/documents,depth-floor-reached,vendor docs do not cover this
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://www.mindbreeze.com/,depth-floor-reached,depth-floor on platform dimension
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.mindbreeze.com/,depth-floor-reached,vendor docs do not cover this
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,forgetting,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.mindbreeze.com/legal/privacy-policy,depth-floor-reached,vendor docs do not cover this
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,import-export,fillable-and-missing,5,JSON via REST API (vendor docs).,https://www.mindbreeze.com/,real-data,depth-floor on platform dimension
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://www.mindbreeze.com/,depth-floor-reached,depth-floor on platform dimension
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://www.mindbreeze.com/,depth-floor-reached,depth-floor on platform dimension
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,versioning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.mindbreeze.com/,depth-floor-reached,vendor docs do not cover this
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://www.mindbreeze.com/,depth-floor-reached,depth-floor on platform dimension
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://www.searchunify.com/,depth-floor-reached,depth-floor on platform dimension
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.searchunify.com/,depth-floor-reached,vendor docs do not cover this
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,forgetting,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.searchunify.com/privacy-policy/,depth-floor-reached,vendor docs do not cover this
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,import-export,fillable-and-missing,5,JSON via REST API (vendor docs).,https://www.searchunify.com/,real-data,depth-floor on platform dimension
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://www.searchunify.com/,depth-floor-reached,depth-floor on platform dimension
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://www.searchunify.com/,depth-floor-reached,depth-floor on platform dimension
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,versioning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.searchunify.com/,depth-floor-reached,vendor docs do not cover this
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://www.searchunify.com/,depth-floor-reached,depth-floor on platform dimension
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://www.sinequa.com/,depth-floor-reached,depth-floor on platform dimension
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.sinequa.com/,depth-floor-reached,vendor docs do not cover this
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,forgetting,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.sinequa.com/privacy-policy/,depth-floor-reached,vendor docs do not cover this
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,import-export,fillable-and-missing,5,JSON via REST API (vendor docs).,https://www.sinequa.com/,real-data,depth-floor on platform dimension
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://www.sinequa.com/,depth-floor-reached,depth-floor on platform dimension
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://www.sinequa.com/,depth-floor-reached,depth-floor on platform dimension
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,versioning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.sinequa.com/,depth-floor-reached,vendor docs do not cover this
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://www.sinequa.com/,depth-floor-reached,depth-floor on platform dimension
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),Knowledge-graph platforms,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://allegrograph.com/,depth-floor-reached,depth-floor on platform dimension
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),Knowledge-graph platforms,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://franz.com/agraph/support/documentation/current/multi-master-replication.html,depth-floor-reached,vendor docs do not cover this
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),Knowledge-graph platforms,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://allegrograph.com/,depth-floor-reached,depth-floor on platform dimension
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),Knowledge-graph platforms,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://franz.com/agraph/support/documentation/current/,depth-floor-reached,depth-floor on platform dimension
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),Knowledge-graph platforms,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://franz.com/agraph/support/documentation/current/,depth-floor-reached,depth-floor on platform dimension
amazon-neptune-analytics--aws-amazon-com,Amazon Neptune Analytics,Knowledge-graph platforms,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://aws.amazon.com/neptune/,depth-floor-reached,depth-floor on platform dimension
