# Round 9 — Path A quintet citation backfill
# generated_by: scripts/path_a_quintet.py
# source: web/landscape.json
# total_rows: 2575
# matched_cells (status=real-data, citation=null): 2575
# resolved: 2570
# unresolvable: 5
# per_column_resolved:
#   desc: 514
#   type: 514
#   pros: 514
#   cons: 514
#   links: 514
# per_source_resolved:
#   record.url: 2510
#   cells.gh.citation: 5
#   cells.created.citation: 55
# fallback_chain: record.url -> cells.gh.citation -> cells.created.citation -> unresolvable
# columns: record_id,record_name,column,new_value,citation_url,status
record_id,record_name,column,new_value,citation_url,status
abridge--abridge-com,Abridge,desc,Clinician-assist ambient documentation. Source mapping: every AI-generated summary element traced back to the source utterance. Audit-and-trust layer over episodic memory. Built on proprietary 1.5M+ medical-encounter dataset.,https://www.abridge.com/,real-data
abridge--abridge-com,Abridge,type,Grounded-transcript provenance,https://www.abridge.com/,real-data
abridge--abridge-com,Abridge,pros,Strongest published evidence for clinical-encounter memory accuracy; multi-EMR integrations and large hospital deployments.,https://www.abridge.com/,real-data
abridge--abridge-com,Abridge,cons,Enterprise sales motion only; longitudinal cross-visit memory layered on top of single-encounter scribing rather than the architecture's primary unit.,https://www.abridge.com/,real-data
abridge--abridge-com,Abridge,links,abridge.com,https://www.abridge.com/,real-data
acon--arxiv-2510-00615,ACON,desc,Optimises context compression for long-horizon LLM agents.,https://arxiv.org/abs/2510.00615,real-data
acon--arxiv-2510-00615,ACON,type,Context-compression optimisation,https://arxiv.org/abs/2510.00615,real-data
acon--arxiv-2510-00615,ACON,pros,Agent-context-orchestration memory.,https://arxiv.org/abs/2510.00615,real-data
acon--arxiv-2510-00615,ACON,cons,Preprint; orchestration overhead in agent loops.,https://arxiv.org/abs/2510.00615,real-data
acon--arxiv-2510-00615,ACON,links,arxiv 2510.00615,https://arxiv.org/abs/2510.00615,real-data
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,desc,Deep Memory feature optimises embedding space per use-case (+22% retrieval accuracy). Deep Lake PG unifies serverless Postgres (agent short-term state) + billion-scale vector search (long-term memory).,https://activeloop.ai,real-data
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,type,Multimodal vector + serverless Postgres,https://activeloop.ai,real-data
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,pros,Multi-modal data lake (vectors + images + video) with version control — strong for ML data pipelines plus memory.,https://activeloop.ai,real-data
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,cons,Less developer-API-friendly than Pinecone / Weaviate; positioning straddles ML training and runtime memory.,https://activeloop.ai,real-data
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,links,activeloop.ai,https://activeloop.ai,real-data
acuvity-now-proofpoint--acuvity-ai,Acuvity (now Proofpoint),desc,"Runtime enforcement targeting memory poisoning, unauthorised execution, identity spoofing per the OWASP LLM threat list. Visibility/control over MCP servers and locally-installed AI tools — the infrastructure layer where memory is most exposed.",https://acuvity.ai/ai-runtime-security/,real-data
acuvity-now-proofpoint--acuvity-ai,Acuvity (now Proofpoint),type,MCP / Shadow-AI runtime enforcement,https://acuvity.ai/ai-runtime-security/,real-data
acuvity-now-proofpoint--acuvity-ai,Acuvity (now Proofpoint),pros,Enterprise DLP for AI products — protects against data exfiltration via memory writes/reads; backed by Proofpoint's enterprise channel.,https://acuvity.ai/ai-runtime-security/,real-data
acuvity-now-proofpoint--acuvity-ai,Acuvity (now Proofpoint),cons,Enterprise-tier pricing and complexity; smaller mind-share than Lakera or Microsoft Defender for AI.,https://acuvity.ai/ai-runtime-security/,real-data
acuvity-now-proofpoint--acuvity-ai,Acuvity (now Proofpoint),links,acuvity.ai Proofpoint acquisition,https://acuvity.ai/ai-runtime-security/,real-data
adaptive-rag--gh-starsuzi-adaptive-rag,Adaptive-RAG,desc,"Smaller classifier LM predicts query complexity, then routes to no-retrieval / single-step / iterative retrieval as appropriate. NAACL 2024.",https://github.com/starsuzi/Adaptive-RAG,real-data
adaptive-rag--gh-starsuzi-adaptive-rag,Adaptive-RAG,type,Query-complexity routing,https://github.com/starsuzi/Adaptive-RAG,real-data
adaptive-rag--gh-starsuzi-adaptive-rag,Adaptive-RAG,pros,Query-adaptive routing across retrieval strategies — picks the right method per question.,https://github.com/starsuzi/Adaptive-RAG,real-data
adaptive-rag--gh-starsuzi-adaptive-rag,Adaptive-RAG,cons,Routing decisions can be wrong; adds inference cost.,https://github.com/starsuzi/Adaptive-RAG,real-data
adaptive-rag--gh-starsuzi-adaptive-rag,Adaptive-RAG,links,GitHub starsuzi/Adaptive-RAG arxiv 2403.14403 ACL Anthology (NAACL),https://github.com/starsuzi/Adaptive-RAG,real-data
agent-kb--arxiv-2507-06229,Agent KB,desc,Leverages cross-domain experience for agentic problem solving.,https://arxiv.org/abs/2507.06229,real-data
agent-kb--arxiv-2507-06229,Agent KB,type,Cross-domain experience KB,https://arxiv.org/abs/2507.06229,real-data
agent-kb--arxiv-2507-06229,Agent KB,pros,Knowledge-base memory for agent task experience.,https://arxiv.org/abs/2507.06229,real-data
agent-kb--arxiv-2507-06229,Agent KB,cons,Preprint; KB curation overhead.,https://arxiv.org/abs/2507.06229,real-data
agent-kb--arxiv-2507-06229,Agent KB,links,arxiv 2507.06229,https://arxiv.org/abs/2507.06229,real-data
agent-s--arxiv-2410-08164,Agent S,desc,Open agentic framework that uses computers like a human.,https://arxiv.org/abs/2410.08164,real-data
agent-s--arxiv-2410-08164,Agent S,type,Open agentic computer-use framework,https://arxiv.org/abs/2410.08164,real-data
agent-s--arxiv-2410-08164,Agent S,pros,Computer-use agent with explicit screen-history memory.,https://arxiv.org/abs/2410.08164,real-data
agent-s--arxiv-2410-08164,Agent S,cons,Preprint; screen-history scales aggressively.,https://arxiv.org/abs/2410.08164,real-data
agent-s--arxiv-2410-08164,Agent S,links,arxiv 2410.08164,https://arxiv.org/abs/2410.08164,real-data
agent-workflow-memory--openreview-net,Agent Workflow Memory,desc,Workflow-based memory framework component.,https://openreview.net/forum?id=NTAhi2JEEE,real-data
agent-workflow-memory--openreview-net,Agent Workflow Memory,type,Workflow as memory,https://openreview.net/forum?id=NTAhi2JEEE,real-data
agent-workflow-memory--openreview-net,Agent Workflow Memory,pros,"Workflow-pattern abstraction means agents recall multi-step procedures, not just facts.",https://openreview.net/forum?id=NTAhi2JEEE,real-data
agent-workflow-memory--openreview-net,Agent Workflow Memory,cons,Workflow-shaped scope; less applicable to free-form recall.,https://openreview.net/forum?id=NTAhi2JEEE,real-data
agent-workflow-memory--openreview-net,Agent Workflow Memory,links,OpenReview,https://openreview.net/forum?id=NTAhi2JEEE,real-data
agentevolver--arxiv-2511-10395,AgentEvolver,desc,Towards an efficient self-evolving agent system.,https://arxiv.org/abs/2511.10395,real-data
agentevolver--arxiv-2511-10395,AgentEvolver,type,Efficient self-evolving agent system,https://arxiv.org/abs/2511.10395,real-data
agentevolver--arxiv-2511-10395,AgentEvolver,pros,Agent that evolves its own memory architecture.,https://arxiv.org/abs/2511.10395,real-data
agentevolver--arxiv-2511-10395,AgentEvolver,cons,Preprint; evolutionary stability concerns.,https://arxiv.org/abs/2511.10395,real-data
agentevolver--arxiv-2511-10395,AgentEvolver,links,arxiv 2511.10395,https://arxiv.org/abs/2511.10395,real-data
agentfold--arxiv-2510-24699,AgentFold,desc,Long-horizon web agents with proactive context management.,https://arxiv.org/abs/2510.24699,real-data
agentfold--arxiv-2510-24699,AgentFold,type,Proactive context management,https://arxiv.org/abs/2510.24699,real-data
agentfold--arxiv-2510-24699,AgentFold,pros,Folded-context agent — compresses old context into summary memory.,https://arxiv.org/abs/2510.24699,real-data
agentfold--arxiv-2510-24699,AgentFold,cons,Preprint; folding-quality bounds long-horizon recall.,https://arxiv.org/abs/2510.24699,real-data
agentfold--arxiv-2510-24699,AgentFold,links,arxiv 2510.24699,https://arxiv.org/abs/2510.24699,real-data
agentic-memory--arxiv-2601-01885,Agentic Memory,desc,Learning unified long-term and short-term memory management.,https://arxiv.org/abs/2601.01885,real-data
agentic-memory--arxiv-2601-01885,Agentic Memory,type,Unified short + long-term management,https://arxiv.org/abs/2601.01885,real-data
agentic-memory--arxiv-2601-01885,Agentic Memory,pros,Agent-shaped memory with first-class read/write operations exposed to the agent loop.,https://arxiv.org/abs/2601.01885,real-data
agentic-memory--arxiv-2601-01885,Agentic Memory,cons,Preprint; agent-controlled memory quality bounds value.,https://arxiv.org/abs/2601.01885,real-data
agentic-memory--arxiv-2601-01885,Agentic Memory,links,arxiv 2601.01885,https://arxiv.org/abs/2601.01885,real-data
agentic-plan-caching-apc--neurips-cc,Agentic Plan Caching (APC),desc,"Extracts, stores, adapts, and reuses structured plan templates from planning stages of agent applications. NeurIPS 2025 poster.",https://neurips.cc/virtual/2025/poster/116166,real-data
agentic-plan-caching-apc--neurips-cc,Agentic Plan Caching (APC),type,Test-time plan-template memory,https://neurips.cc/virtual/2025/poster/116166,real-data
agentic-plan-caching-apc--neurips-cc,Agentic Plan Caching (APC),pros,Cache-aware planning reduces repeated work for similar tasks.,https://neurips.cc/virtual/2025/poster/116166,real-data
agentic-plan-caching-apc--neurips-cc,Agentic Plan Caching (APC),cons,Niche use case; cache-invalidation issues common in evolving domains.,https://neurips.cc/virtual/2025/poster/116166,real-data
agentic-plan-caching-apc--neurips-cc,Agentic Plan Caching (APC),links,NeurIPS 2025 poster,https://neurips.cc/virtual/2025/poster/116166,real-data
agentops--agentops-ai,AgentOps,desc,"When Mem0 is connected, gains Memory Operation Timeline, Search Analytics, Memory Growth tracking, Error Tracking per memory call. Standalone, records context at each step but doesn't analyse memory quality.",https://www.agentops.ai/,real-data
agentops--agentops-ai,AgentOps,type,Operational metrics for agent memory,https://www.agentops.ai/,real-data
agentops--agentops-ai,AgentOps,pros,Agent-loop observability with strong memory-step instrumentation; integrates with Mem0.,https://www.agentops.ai/,real-data
agentops--agentops-ai,AgentOps,cons,Agent-orchestration tilted; less broad than Galileo / Langfuse for general LLM observability.,https://www.agentops.ai/,real-data
agentops--agentops-ai,AgentOps,links,agentops.ai,https://www.agentops.ai/,real-data
agents-md--agents-md,AGENTS.md,desc,"AGENTS.md at repo root (and ~/.codex/AGENTS.md for global); hierarchical concatenation from root to cwd. Persists build/test commands, conventions, architecture overview, security constraints, git workflow.",https://agents.md/,real-data
agents-md--agents-md,AGENTS.md,type,Cross-tool open standard,https://agents.md/,real-data
agents-md--agents-md,AGENTS.md,pros,"Cross-vendor convention — the closest thing to a universal agent memory file format; works across Claude Code, Cursor, and Codex CLI.",https://agents.md/,real-data
agents-md--agents-md,AGENTS.md,cons,Adoption is informal (no spec authority); agent-by-agent interpretation differences mean behavior isn't fully portable.,https://agents.md/,real-data
agents-md--agents-md,AGENTS.md,links,agents.md GitHub Blog,https://agents.md/,real-data
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,desc,"Open-source AI automation platform. Routes between short-term and long-term memory adaptively across any LLM provider; plugin system for storage backends. Memory managed at the instruction-management layer — task context, instruction state, conversation history as unified agent state.",https://github.com/Josh-XT/AGiXT,real-data
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,type,Adaptive provider-spanning + plugin storage,https://github.com/Josh-XT/AGiXT,real-data
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,pros,OSS adaptive memory with web-search fallback when local memory misses; multi-LLM support.,https://github.com/Josh-XT/AGiXT,real-data
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,cons,Smaller community; documentation uneven; production track record limited.,https://github.com/Josh-XT/AGiXT,real-data
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,links,GitHub Josh-XT/AGiXT,https://github.com/Josh-XT/AGiXT,real-data
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,desc,"Agno (formerly Phidata). AgentStorage persists sessions to a DB; AgentMemory auto-classifies/store user preferences and conversation summaries. Single-line integrations with LanceDB, Pinecone, Weaviate, Qdrant.",https://docs.phidata.com/agents/memory,real-data
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,type,AgentStorage + AgentMemory + DBs,https://docs.phidata.com/agents/memory,real-data
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,pros,Postgres + pgvector default — operational simplicity for shops that already run Postgres.,https://docs.phidata.com/agents/memory,real-data
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,cons,Less first-class memory abstraction than dedicated memory layers; Agno is broader-than-memory framework.,https://docs.phidata.com/agents/memory,real-data
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,links,GitHub agno-agi/agno memory docs agno.com,https://docs.phidata.com/agents/memory,real-data
ai-persona--arxiv-2412-13103,AI PERSONA,desc,Life-long personalisation of LLMs.,https://arxiv.org/abs/2412.13103,real-data
ai-persona--arxiv-2412-13103,AI PERSONA,type,Life-long LLM personalisation,https://arxiv.org/abs/2412.13103,real-data
ai-persona--arxiv-2412-13103,AI PERSONA,pros,Persona-grounded memory model for personalized agents.,https://arxiv.org/abs/2412.13103,real-data
ai-persona--arxiv-2412-13103,AI PERSONA,cons,Preprint; persona drift concerns over long sessions.,https://arxiv.org/abs/2412.13103,real-data
ai-persona--arxiv-2412-13103,AI PERSONA,links,arxiv 2412.13103,https://arxiv.org/abs/2412.13103,real-data
ai-singapore-sea-lion--sea-lion-ai,AI Singapore SEA-LION,desc,SEA-LION-Embedding (March 2026): retrieval + reranking models contrastively trained on 245M text pairs across 10 SE Asian languages. SEA-BED benchmark (169 datasets). SEA-LION v4 (Gemma-based) at 128K context with native function calling.,https://sea-lion.ai/models/,real-data
ai-singapore-sea-lion--sea-lion-ai,AI Singapore SEA-LION,type,SE-Asian cross-lingual semantic-retrieval memory,https://sea-lion.ai/models/,real-data
ai-singapore-sea-lion--sea-lion-ai,AI Singapore SEA-LION,pros,"First Southeast-Asian-language-tuned memory model; strong with Bahasa, Thai, Vietnamese.",https://sea-lion.ai/models/,real-data
ai-singapore-sea-lion--sea-lion-ai,AI Singapore SEA-LION,cons,Regional scope limits global relevance; smaller English benchmarks coverage.,https://sea-lion.ai/models/,real-data
ai-singapore-sea-lion--sea-lion-ai,AI Singapore SEA-LION,links,sea-lion.ai,https://sea-lion.ai/models/,real-data
aider--aider-chat,Aider,desc,Appends conversation turns to .aider.chat.history.md in project root. restore_chat_history defaults to false — no automatic replay into new sessions. Community /session save command for JSON state snapshots. .aider.conf.yml carries static preferences.,https://aider.chat,real-data
aider--aider-chat,Aider,type,Per-repo chat history file + YAML config,https://aider.chat,real-data
aider--aider-chat,Aider,pros,Most established CLI coding agent; explicit project-level conventions file + repo map keeps memory inspectable.,https://aider.chat,real-data
aider--aider-chat,Aider,cons,CLI-only — no IDE integration; memory is inspectable but not auto-learned.,https://aider.chat,real-data
aider--aider-chat,Aider,links,aider.chat FAQ,https://aider.chat,real-data
aider-conventions-md-aider-conf-yml--aider-chat,Aider CONVENTIONS.md / .aider.conf.yml,desc,"CONVENTIONS.md (any name, loaded via --read or read: in config); .aider.conf.yml (home / git-root / cwd, last wins); .aiderignore (gitignore-syntax).",https://aider.chat/docs/usage/conventions.html,real-data
aider-conventions-md-aider-conf-yml--aider-chat,Aider CONVENTIONS.md / .aider.conf.yml,type,Multi-file convention pattern,https://aider.chat/docs/usage/conventions.html,real-data
aider-conventions-md-aider-conf-yml--aider-chat,Aider CONVENTIONS.md / .aider.conf.yml,pros,Plain-text + git-versioned conventions file — the most CLAUDE.md-like memory pattern outside Anthropic's tools.,https://aider.chat/docs/usage/conventions.html,real-data
aider-conventions-md-aider-conf-yml--aider-chat,Aider CONVENTIONS.md / .aider.conf.yml,cons,Aider-only; manual curation required; no semantic recall.,https://aider.chat/docs/usage/conventions.html,real-data
aider-conventions-md-aider-conf-yml--aider-chat,Aider CONVENTIONS.md / .aider.conf.yml,links,conventions docs YAML config,https://aider.chat/docs/usage/conventions.html,real-data
ait-associative-transformer--arxiv-2309-12862,AiT (Associative Transformer),desc,Global Workspace Layer combining low-rank explicit memory + bottleneck attention + Hopfield-style associative memory. Decouples memory from the Hopfield network via learnable explicit memory. Outperforms sparse-Transformer baselines on Sort-of-CLEVR. Latest revision Mar 2025.,https://arxiv.org/abs/2309.12862,real-data
ait-associative-transformer--arxiv-2309-12862,AiT (Associative Transformer),type,Hopfield + low-rank explicit memory,https://arxiv.org/abs/2309.12862,real-data
ait-associative-transformer--arxiv-2309-12862,AiT (Associative Transformer),pros,Associative-memory model integrated into transformer attention.,https://arxiv.org/abs/2309.12862,real-data
ait-associative-transformer--arxiv-2309-12862,AiT (Associative Transformer),cons,Research-stage; training stability concerns.,https://arxiv.org/abs/2309.12862,real-data
ait-associative-transformer--arxiv-2309-12862,AiT (Associative Transformer),links,arxiv 2309.12862,https://arxiv.org/abs/2309.12862,real-data
aleph-alpha-phariaai-phariacatch--aleph-alpha-com,Aleph Alpha PhariaAI / PhariaCatch,desc,German enterprise stack. PhariaCatch captures + preserves organisational knowledge through structured human-machine collaboration; PhariaAssistant queries via semantic search. Combines sovereign deployment constraints with explainability tooling.,https://aleph-alpha.com/phariaai/,real-data
aleph-alpha-phariaai-phariacatch--aleph-alpha-com,Aleph Alpha PhariaAI / PhariaCatch,type,Sovereign governed-document memory,https://aleph-alpha.com/phariaai/,real-data
aleph-alpha-phariaai-phariacatch--aleph-alpha-com,Aleph Alpha PhariaAI / PhariaCatch,pros,European data-residency platform with explicit memory tooling for regulated industries.,https://aleph-alpha.com/phariaai/,real-data
aleph-alpha-phariaai-phariacatch--aleph-alpha-com,Aleph Alpha PhariaAI / PhariaCatch,cons,Mostly EU-public-sector positioning; minimal North American adoption.,https://aleph-alpha.com/phariaai/,real-data
aleph-alpha-phariaai-phariacatch--aleph-alpha-com,Aleph Alpha PhariaAI / PhariaCatch,links,PhariaAI,https://aleph-alpha.com/phariaai/,real-data
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),desc,NeuralSearch combines vector + keyword via neural hashing — compresses to 1/10th size while retaining 99% info. AI-powered personalisation + recommendations.,https://www.algolia.com,real-data
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),type,Neural-hash hybrid (vector + keyword),https://www.algolia.com,real-data
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),pros,Lowest-latency hosted search at developer-friendly pricing; NeuralSearch adds vector layer without sacrificing keyword speed.,https://www.algolia.com,real-data
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),cons,Indexed-content-volume pricing scales aggressively; less suited to large enterprise corpora than Glean.,https://www.algolia.com,real-data
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),links,algolia.com,https://www.algolia.com,real-data
alita--arxiv-2505-20286,Alita,desc,Generalist agent enabling scalable agentic reasoning.,https://arxiv.org/abs/2505.20286,real-data
alita--arxiv-2505-20286,Alita,type,Generalist agentic reasoning,https://arxiv.org/abs/2505.20286,real-data
alita--arxiv-2505-20286,Alita,pros,Architecture for life-long task agents.,https://arxiv.org/abs/2505.20286,real-data
alita--arxiv-2505-20286,Alita,cons,Preprint; life-long claims need long evaluations.,https://arxiv.org/abs/2505.20286,real-data
alita--arxiv-2505-20286,Alita,links,arxiv 2505.20286,https://arxiv.org/abs/2505.20286,real-data
alita-g--arxiv-2510-23601,Alita-G,desc,Self-evolving generative agent for agent generation.,https://arxiv.org/abs/2510.23601,real-data
alita-g--arxiv-2510-23601,Alita-G,type,Self-evolving generative agent,https://arxiv.org/abs/2510.23601,real-data
alita-g--arxiv-2510-23601,Alita-G,pros,Alita extension with grounded memory.,https://arxiv.org/abs/2510.23601,real-data
alita-g--arxiv-2510-23601,Alita-G,cons,Preprint; grounding quality varies by domain.,https://arxiv.org/abs/2510.23601,real-data
alita-g--arxiv-2510-23601,Alita-G,links,arxiv 2510.23601,https://arxiv.org/abs/2510.23601,real-data
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),desc,RDF triple/quad store with RDFS++ / OWL reasoning. v8.4 (May 2025) added an NLQ interface.,https://allegrograph.com/,real-data
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),type,RDF triple/quad store + reasoning,https://allegrograph.com/,real-data
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),pros,FedShard sharding architecture handles trillion-triple scale; strong RDF + reasoning support for semantic-web workloads.,https://allegrograph.com/,real-data
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),cons,Niche product with a small community; tooling and docs lag mass-market alternatives.,https://allegrograph.com/,real-data
allegrograph-franz--allegrograph-com,AllegroGraph (Franz),links,allegrograph.com docs,https://allegrograph.com/,real-data
alphaedit--arxiv-2410-02355,AlphaEdit,desc,Null-space-constrained knowledge editing for language models.,https://arxiv.org/abs/2410.02355,real-data
alphaedit--arxiv-2410-02355,AlphaEdit,type,Null-space knowledge editing,https://arxiv.org/abs/2410.02355,real-data
alphaedit--arxiv-2410-02355,AlphaEdit,pros,DeepMind weight-editing approach with strong knowledge-locality preservation.,https://arxiv.org/abs/2410.02355,real-data
alphaedit--arxiv-2410-02355,AlphaEdit,cons,Research-only; eval primarily on synthetic edits; production fine-tuning workflows still preferred.,https://arxiv.org/abs/2410.02355,real-data
alphaedit--arxiv-2410-02355,AlphaEdit,links,arxiv 2410.02355,https://arxiv.org/abs/2410.02355,real-data
amazon-neptune-analytics--aws-amazon-com,Amazon Neptune Analytics,desc,Vector index on graph nodes queryable via openCypher. Mem0 integration GA 2025; Cognee integration for agentic RAG. Combines semantic recall with multi-hop traversal in one managed service.,https://aws.amazon.com/neptune/,real-data
amazon-neptune-analytics--aws-amazon-com,Amazon Neptune Analytics,type,Vector + graph in one managed service,https://aws.amazon.com/neptune/,real-data
amazon-neptune-analytics--aws-amazon-com,Amazon Neptune Analytics,pros,Managed graph database with vector + graph hybrid for AWS-native architectures; first-class integration with Bedrock and SageMaker.,https://aws.amazon.com/neptune/,real-data
amazon-neptune-analytics--aws-amazon-com,Amazon Neptune Analytics,cons,AWS-only; vector + graph hybrid is newer than dedicated competitors; pricing complexity around graph queries.,https://aws.amazon.com/neptune/,real-data
amazon-neptune-analytics--aws-amazon-com,Amazon Neptune Analytics,links,neptune,https://aws.amazon.com/neptune/,real-data
amplenote--amplenote-com,Amplenote,desc,"Tags + bidirectional links + task/calendar integration. ""Task Score"" priority matrix. AmpleAI plugin supports OpenAI, Anthropic, Gemini, Grok, DeepSeek, Ollama.",https://www.amplenote.com/,real-data
amplenote--amplenote-com,Amplenote,type,Tags + bidirectional + Task Score,https://www.amplenote.com/,real-data
amplenote--amplenote-com,Amplenote,pros,Linked-note PKM with task management built in; AI integrations cover memory across notes and tasks.,https://www.amplenote.com/,real-data
amplenote--amplenote-com,Amplenote,cons,Smaller user base than Obsidian / Notion; AI features less prominent.,https://www.amplenote.com/,real-data
amplenote--amplenote-com,Amplenote,links,amplenote.com,https://www.amplenote.com/,real-data
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,desc,Native graph-based memory for autonomous AI agents. Bio-inspired sleep-based memory consolidation.,https://github.com/ldclabs/anda-hippocampus,real-data
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,type,Bio-inspired sleep consolidation,https://github.com/ldclabs/anda-hippocampus,real-data
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,pros,Hippocampus-inspired neural memory model — explicit episodic encoding and consolidation.,https://github.com/ldclabs/anda-hippocampus,real-data
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,cons,Research-oriented; production deployment limited.,https://github.com/ldclabs/anda-hippocampus,real-data
anda-hippocampus--gh-ldclabs-anda-hippocampus,Anda Hippocampus,links,GitHub ldclabs/anda-hippocampus,https://github.com/ldclabs/anda-hippocampus,real-data
anthropic-circuit-tracing--transformer-circuits-pub,Anthropic Circuit Tracing,desc,"Replaces MLP layers with sparse cross-layer transcoders to produce ""replacement models"" where activations correspond to interpretable features; traces attribution graphs showing which features causally influenced which outputs. Includes case studies on factual recall, revealing how facts are stored and retrieved from weights at the circuit level. Open-source tools run on any open-weights model.",https://transformer-circuits.pub/2025/attribution-graphs/methods.html,real-data
anthropic-circuit-tracing--transformer-circuits-pub,Anthropic Circuit Tracing,type,Mechanistic interpretability of parametric storage,https://transformer-circuits.pub/2025/attribution-graphs/methods.html,real-data
anthropic-circuit-tracing--transformer-circuits-pub,Anthropic Circuit Tracing,pros,Only published tool that makes parametric (weight-level) memory storage mechanistically interpretable rather than behaviorally probed; attribution graphs are auditable per-prompt.,https://transformer-circuits.pub/2025/attribution-graphs/methods.html,real-data
anthropic-circuit-tracing--transformer-circuits-pub,Anthropic Circuit Tracing,cons,"Not a memory system — it studies memory; findings are descriptive, not prescriptive; scalability to full production Claude models is limited (primary validation on 18-layer models and Haiku).",https://transformer-circuits.pub/2025/attribution-graphs/methods.html,real-data
anthropic-circuit-tracing--transformer-circuits-pub,Anthropic Circuit Tracing,links,methods paper Anthropic blog open-source release,https://transformer-circuits.pub/2025/attribution-graphs/methods.html,real-data
anthropic-claude-memory--platform-claude-com,Anthropic Claude Memory,desc,"Memory tool API + consumer ""Memory"" feature + Auto Dream consolidation. Document-as-memory rather than extracted-fact-as-memory.",https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool,real-data
anthropic-claude-memory--platform-claude-com,Anthropic Claude Memory,type,File-backed + tool-driven + Auto Dream,https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool,real-data
