# Round 9 — Path B4: framework-embedded / platform-provider / coding-agent / browser-agent deep-fill
# generated_by: scripts/path_b4_frameworks_platforms.py
# source: extraction/data-gaps.csv + web/landscape.json
# total_rows: 1058
# curated_fills: 29
# per_source:
#   record.url-backfill: 619
#   terminal-mark-p5: 305
#   terminal-mark-perf: 61
#   deferred-editorial: 44
#   curated-knowledge: 16
#   curated-citation: 13
# per_section_per_source:
#   Browser-agent memory | curated-citation: 1
#   Browser-agent memory | curated-knowledge: 3
#   Browser-agent memory | deferred-editorial: 1
#   Browser-agent memory | record.url-backfill: 89
#   Browser-agent memory | terminal-mark-p5: 49
#   Browser-agent memory | terminal-mark-perf: 8
#   Coding-agent memory | curated-citation: 1
#   Coding-agent memory | curated-knowledge: 6
#   Coding-agent memory | deferred-editorial: 4
#   Coding-agent memory | record.url-backfill: 118
#   Coding-agent memory | terminal-mark-p5: 53
#   Coding-agent memory | terminal-mark-perf: 10
#   Framework-embedded memory | curated-citation: 6
#   Framework-embedded memory | curated-knowledge: 4
#   Framework-embedded memory | deferred-editorial: 38
#   Framework-embedded memory | record.url-backfill: 276
#   Framework-embedded memory | terminal-mark-p5: 147
#   Framework-embedded memory | terminal-mark-perf: 29
#   Platform-provider memory | curated-citation: 5
#   Platform-provider memory | curated-knowledge: 3
#   Platform-provider memory | deferred-editorial: 1
#   Platform-provider memory | record.url-backfill: 136
#   Platform-provider memory | terminal-mark-p5: 56
#   Platform-provider memory | terminal-mark-perf: 14
record_id,record_name,section,column,gap_class,priority,old_value,new_value,citation_url,new_status,source
cloudflare-agent-memory--infoq-com,Cloudflare Agent Memory,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.infoq.com/news/2026/04/cloudflare-agent-memory-beta/,depth-floor-reached,terminal-mark-perf
continue-dev-memory-mcp--hub-continue-dev,Continue.dev Memory MCP,Coding-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://hub.continue.dev/continuedev/memory-mcp,depth-floor-reached,terminal-mark-perf
crewai-memory--crewai-com,CrewAI Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.crewai.com/,depth-floor-reached,terminal-mark-perf
dspy-history--dspy-ai,DSPy History,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://dspy.ai/api/primitives/History/,depth-floor-reached,terminal-mark-perf
devin-cognition--devin-ai,Devin (Cognition),Coding-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://devin.ai,depth-floor-reached,terminal-mark-perf
dia-atlassian--diabrowser-com,Dia (Atlassian),Browser-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.diabrowser.com,depth-floor-reached,terminal-mark-perf
fellou--fellou-ai,Fellou,Browser-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://fellou.ai/,depth-floor-reached,terminal-mark-perf
flowise-memory--docs-flowiseai-com,Flowise Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.flowiseai.com/integrations/langchain/memory,depth-floor-reached,terminal-mark-perf
google-adk-memory--google-github-io,Google ADK Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://google.github.io/adk-docs/sessions/memory/,depth-floor-reached,terminal-mark-perf
google-gemini-memory--blog-google,Google Gemini Memory,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://blog.google/products/gemini/temporary-chats-privacy-controls/,depth-floor-reached,terminal-mark-perf
grok-memory-xai--maginative-com,Grok Memory (xAI),Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.maginative.com/article/xai-upgrades-grok-with-personalized-memory-and-custom-workspaces/,depth-floor-reached,terminal-mark-perf
haystack-memory-deepset--haystack-deepset-ai,Haystack Memory (deepset),Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://haystack.deepset.ai/,depth-floor-reached,terminal-mark-perf
inngest-agentkit-network-state--agentkit-inngest-com,Inngest AgentKit — Network State,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://agentkit.inngest.com/concepts/memory,depth-floor-reached,terminal-mark-perf
langgraph-persistence--docs-langchain-com,LangGraph Persistence,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.langchain.com/oss/python/langgraph/persistence,depth-floor-reached,terminal-mark-perf
langmem-langchain--langchain-ai-github-io,LangMem (LangChain),Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://langchain-ai.github.io/langmem/,depth-floor-reached,terminal-mark-perf
langflow-memory--docs-langflow-org,Langflow Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.langflow.org/memory,depth-floor-reached,terminal-mark-perf
lindy-ai-memory--docs-lindy-ai,Lindy AI Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.lindy.ai/fundamentals/lindy-101/memory,depth-floor-reached,terminal-mark-perf
linkedin-cognitive-memory-agent--linkedin-com,LinkedIn Cognitive Memory Agent,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.linkedin.com/blog/engineering/ai/the-linkedin-generative-ai-application-tech-stack-personalization-with-cognitive-memory-agent,depth-floor-reached,terminal-mark-perf
llamaindex-memory--llamaindex-ai,LlamaIndex Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.llamaindex.ai/,depth-floor-reached,terminal-mark-perf
lovable--lovable-dev,Lovable,Coding-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://lovable.dev,depth-floor-reached,terminal-mark-perf
meta-ai-memory--meta-com,Meta AI Memory,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.meta.com/help/artificial-intelligence/948583263661526/,depth-floor-reached,terminal-mark-perf
microsoft-copilot-memory--learn-microsoft-com,Microsoft Copilot Memory,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-personalization-memory,depth-floor-reached,terminal-mark-perf
microsoft-edge-copilot-mode-journeys--blogs-windows-com,Microsoft Edge Copilot Mode + Journeys,Browser-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://blogs.windows.com/msedgedev/2025/07/28/introducing-copilot-mode-in-edge-a-new-way-to-browse-the-web/,depth-floor-reached,terminal-mark-perf
mistral-agents-api--docs-mistral-ai,Mistral Agents API,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.mistral.ai/studio-api/agents/introduction,depth-floor-reached,terminal-mark-perf
mistral-le-chat-memories--help-mistral-ai,Mistral Le Chat — Memories,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://help.mistral.ai/en/articles/396497-how-do-you-handle-my-data-when-using-the-memories-feature,depth-floor-reached,terminal-mark-perf
openai-agents-sdk-memory--openai-github-io,OpenAI Agents SDK Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://openai.github.io/openai-agents-python/ref/memory/,depth-floor-reached,terminal-mark-perf
openai-chatgpt-memory--openai-com,OpenAI ChatGPT Memory,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://openai.com/index/memory-and-new-controls-for-chatgpt/,depth-floor-reached,terminal-mark-perf
openai-codex-cloud-agent--developers-openai-com,OpenAI Codex (cloud agent),Coding-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://developers.openai.com/codex/memories,depth-floor-reached,terminal-mark-perf
opera-ai-formerly-aria--blogs-opera-com,Opera AI (formerly Aria),Browser-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://blogs.opera.com/news/2025/02/aria-gets-memory-feature-new-ai-feature-drop/,depth-floor-reached,terminal-mark-perf
perplexity-comet--perplexity-ai,Perplexity Comet,Browser-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.perplexity.ai/comet,depth-floor-reached,terminal-mark-perf
perplexity-memory--perplexity-ai,Perplexity Memory,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.perplexity.ai/help-center/en/articles/10968016-memory,depth-floor-reached,terminal-mark-perf
pydantic-ai-hindsight--hindsight-vectorize-io,Pydantic-AI + Hindsight,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://hindsight.vectorize.io/blog/2026/03/09/pydantic-ai-persistent-memory,depth-floor-reached,terminal-mark-perf
pydantic-ai-memorytool--pydantic-dev,Pydantic-AI MemoryTool,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://pydantic.dev/docs/ai/tools-toolsets/builtin-tools/,depth-floor-reached,terminal-mark-perf
relevance-ai-memory--relevanceai-com,Relevance AI Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://relevanceai.com/docs/agent/build-your-agent/memory,depth-floor-reached,terminal-mark-perf
replit-agent--replit-com,Replit Agent,Coding-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://replit.com/products/agent,depth-floor-reached,terminal-mark-perf
retell-ai--retellai-com,Retell AI,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.retellai.com/,depth-floor-reached,terminal-mark-perf
rivet-memory-node-ironclad--rivet-ironcladapp-com,Rivet Memory Node (Ironclad),Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://rivet.ironcladapp.com/,depth-floor-reached,terminal-mark-perf
semantic-kernel-memory--learn-microsoft-com,Semantic Kernel Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://learn.microsoft.com/en-us/semantic-kernel/frameworks/agent/agent-memory,depth-floor-reached,terminal-mark-perf
sigma-private-ai-browser--sigmabrowser-com,Sigma (Private AI Browser),Browser-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.sigmabrowser.com/,depth-floor-reached,terminal-mark-perf
spring-ai-chatmemory--docs-spring-io,Spring AI ChatMemory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.spring.io/spring-ai/reference/api/chat-memory.html,depth-floor-reached,terminal-mark-perf
stack-ai--stackai-com,Stack AI,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://www.stackai.com/,depth-floor-reached,terminal-mark-perf
strands-agents-memory-aws--docs-aws-amazon-com,Strands Agents Memory (AWS),Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/strands-sdk-memory.html,depth-floor-reached,terminal-mark-perf
sweep-ai--sweep-dev,Sweep AI,Coding-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://sweep.dev,depth-floor-reached,terminal-mark-perf
tabnine--docs-tabnine-com,Tabnine,Coding-agent memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.tabnine.com/main/getting-started/context-engine,depth-floor-reached,terminal-mark-perf
vapi-voice-agents--vapi-ai,Vapi (voice agents),Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://vapi.ai/,depth-floor-reached,terminal-mark-perf
vertex-ai-memory-bank--docs-cloud-google-com,Vertex AI Memory Bank,Platform-provider memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.cloud.google.com/agent-builder/agent-engine/memory-bank/quickstart-adk,depth-floor-reached,terminal-mark-perf
voiceflow-memory--docs-voiceflow-com,Voiceflow Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.voiceflow.com/docs/memory,depth-floor-reached,terminal-mark-perf
n8n-ai-agent-memory--docs-n8n-io,n8n AI Agent Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://docs.n8n.io/advanced-ai/examples/understand-memory/,depth-floor-reached,terminal-mark-perf
smolagents-memory--huggingface-co,smolagents Memory,Framework-embedded memory,perf,fillable-and-missing,10,no public benchmark scores found,no public benchmark scores found,https://huggingface.co/docs/smolagents/tutorials/memory,depth-floor-reached,terminal-mark-perf
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,a2a-support,fillable-and-missing,5,searched not found,searched not found,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,consistency,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,forgetting,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,mcp-support,fillable-and-missing,5,searched not found,searched not found,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,mindshare,fillable-and-missing,5,3781/mo PyPI (agixt pkg Apr 20 n/a (open-sourc jobs,3781/mo PyPI (agixt pkg Apr 20 n/a (open-sourc jobs,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,otel,fillable-and-missing,5,searched not found,searched not found,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,tombstoning,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
agixt-adaptive-memory--gh-josh-xt-agixt,AGiXT Adaptive Memory,Framework-embedded memory,versioning,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://github.com/Josh-XT/AGiXT,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,a2a-support,fillable-and-missing,5,searched not found,searched not found,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,consistency,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,contradiction,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,forgetting,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,namespace,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,schema-evolution,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,tombstoning,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
aws-bedrock-agentcore-memory--docs-aws-amazon-com,AWS Bedrock AgentCore Memory,Platform-provider memory,versioning,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html,depth-floor-reached,terminal-mark-p5
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,Framework-embedded memory,a2a-support,fillable-and-missing,5,searched not found,searched not found,https://docs.phidata.com/agents/memory,depth-floor-reached,terminal-mark-p5
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,Framework-embedded memory,consistency,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.phidata.com/agents/memory,depth-floor-reached,terminal-mark-p5
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,Framework-embedded memory,tombstoning,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://docs.phidata.com/agents/memory,depth-floor-reached,terminal-mark-p5
agno-phidata-memory--docs-phidata-com,Agno (Phidata) Memory,Framework-embedded memory,webhooks,fillable-and-missing,5,searched not found,searched not found,https://docs.phidata.com/agents/memory,depth-floor-reached,terminal-mark-p5
aider--aider-chat,Aider,Coding-agent memory,mindshare,fillable-and-missing,5,5.3M+ cumulative installs (aid 2 press n/a (open-sourc jobs,5.3M+ cumulative installs (aid 2 press n/a (open-sourc jobs,https://aider.chat,depth-floor-reached,terminal-mark-p5
anthropic-managed-agents-memory--platform-claude-com,Anthropic Managed Agents — Memory,Platform-provider memory,forgetting,fillable-and-missing,5,not specified - paper does not address this dimension,not specified - paper does not address this dimension,https://platform.claude.com/docs/en/managed-agents/overview,depth-floor-reached,terminal-mark-p5
anthropic-managed-agents-memory--platform-claude-com,Anthropic Managed Agents — Memory,Platform-provider memory,otel,fillable-and-missing,5,searched not found,OpenTelemetry traces via Anthropic Console + OTLP export for Enterprise,https://docs.anthropic.com/en/docs/build-with-claude/observability,real-data,curated-knowledge
anthropic-managed-agents-memory--platform-claude-com,Anthropic Managed Agents — Memory,Platform-provider memory,tombstoning,fillable-and-missing,5,not specified - paper does not address this dimension,not specified - paper does not address this dimension,https://platform.claude.com/docs/en/managed-agents/overview,depth-floor-reached,terminal-mark-p5
anthropic-managed-agents-memory--platform-claude-com,Anthropic Managed Agents — Memory,Platform-provider memory,webhooks,fillable-and-missing,5,searched not found,searched not found,https://platform.claude.com/docs/en/managed-agents/overview,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,a2a-support,fillable-and-missing,5,searched not found,searched not found,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,consistency,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,forgetting,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,import-export,fillable-and-missing,5,searched not found,searched not found,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,otel,fillable-and-missing,5,searched not found,searched not found,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,tombstoning,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,versioning,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
augment-code--augmentcode-com,Augment Code,Coding-agent memory,webhooks,fillable-and-missing,5,searched not found,searched not found,https://www.augmentcode.com,depth-floor-reached,terminal-mark-p5
autogen-memory--microsoft-github-io,AutoGen Memory,Framework-embedded memory,a2a-support,fillable-and-missing,5,searched not found,searched not found,https://microsoft.github.io/autogen/,depth-floor-reached,terminal-mark-p5
autogen-memory--microsoft-github-io,AutoGen Memory,Framework-embedded memory,consistency,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://microsoft.github.io/autogen/,depth-floor-reached,terminal-mark-p5
autogen-memory--microsoft-github-io,AutoGen Memory,Framework-embedded memory,schema-evolution,fillable-and-missing,5,not specified - vendor docs do not address this dimension,not specified - vendor docs do not address this dimension,https://microsoft.github.io/autogen/,depth-floor-reached,terminal-mark-p5
autogen-memory--microsoft-github-io,AutoGen Memory,Framework-embedded memory,webhooks,fillable-and-missing,5,searched not found,searched not found,https://microsoft.github.io/autogen/,depth-floor-reached,terminal-mark-p5
bolt-new-stackblitz--bolt-new,Bolt.new (StackBlitz),Coding-agent memory,a2a-support,fillable-and-missing,5,searched not found,searched not found,https://bolt.new,depth-floor-reached,terminal-mark-p5
bolt-new-stackblitz--bolt-new,Bolt.new (StackBlitz),Coding-agent memory,import-export,fillable-and-missing,5,searched not found,searched not found,https://bolt.new,depth-floor-reached,terminal-mark-p5
bolt-new-stackblitz--bolt-new,Bolt.new (StackBlitz),Coding-agent memory,mcp-support,fillable-and-missing,5,searched not found,no first-party MCP; WebContainer runtime restricts external server transports,https://support.bolt.new/,real-data,curated-knowledge
bolt-new-stackblitz--bolt-new,Bolt.new (StackBlitz),Coding-agent memory,mindshare,fillable-and-missing,5,n/a (web IDE) 3 press ~50 (StackBlitz jobs,n/a (web IDE) 3 press ~50 (StackBlitz jobs,https://bolt.new,depth-floor-reached,terminal-mark-p5
bolt-new-stackblitz--bolt-new,Bolt.new (StackBlitz),Coding-agent memory,otel,fillable-and-missing,5,searched not found,searched not found,https://bolt.new,depth-floor-reached,terminal-mark-p5
bolt-new-stackblitz--bolt-new,Bolt.new (StackBlitz),Coding-agent memory,webhooks,fillable-and-missing,5,searched not found,searched not found,https://bolt.new,depth-floor-reached,terminal-mark-p5
botpress-llmz--botpress-com,Botpress LLMz,Framework-embedded memory,a2a-support,fillable-and-missing,5,searched not found,searched not found,https://botpress.com/features/knowledge-bases,depth-floor-reached,terminal-mark-p5
