row_name|column_class|value|citation_url|status
TopQuadrant (TopBraid EDG)|claims|180+ Fortune 500 / regulated-industry customers (taxonomy mgmt, business glossary, reference data); 2025 GenAI Enhanced Search; AI Copilots for SHACL ontology design; Gartner Peer Insights leader for active metadata management|https://www.gartner.com/reviews/market/active-metadata-management/vendor/topquadrant/product/topbraid-edg|real
TopQuadrant (TopBraid EDG)|mindshare|Below detection threshold — no significant LinkedIn / HN dev community signal; presence largely in regulated-industry data governance market via Gartner reviews|https://www.gartner.com/reviews/market/active-metadata-management/vendor/topquadrant/product/topbraid-edg|real
Ontotext GraphDB / Graphwise|claims|First triplestore to pass both LDBC SNB Interactive (1.5B edges, SF30) and Semantic Publishing benchmarks; merged with Semantic Web Company to form Graphwise (October 2024) — combined customer count >200 across PoolParty + GraphDB|https://www.ontotext.com/company/news/graphdb-passes-both-ldbc-benchmarks/|real
Ontotext GraphDB / Graphwise|mindshare|Specialist graph community (RDF/SPARQL ecosystem); Gartner Peer Insights reviews; LinkedIn product page presence; below web-dev mindshare threshold|https://www.linkedin.com/products/ontotext-ad-ontotext-graphdb/|real
PoolParty (now Graphwise)|claims|180+ enterprise customers; PoolParty 2025 Release 1 introduced multilingual taxonomy advisor; PoolParty 10 reports 20% project-browsing speedup, 50% faster classifier ops; SKOS / RDF / OWL native|https://graphwise.ai/blog/how-poolparty-2025-release-1-contributes-to-your-success/|real
PoolParty (now Graphwise)|mindshare|Specialist taxonomy community; Gartner Peer Insights presence; merged into Graphwise alongside GraphDB; below dev-community LinkedIn signal|https://www.gartner.com/reviews/market/active-metadata-management/vendor/graphwise/product/poolparty|real
Palantir Ontology|claims|Q3 2025 U.S. commercial revenue +121% YoY driven by AIP adoption; BP saved $1B via optimized oil/gas operations; Fortune 100 CPG firm projected $100M savings in year 1; CAZ Investments processed 100x more leads at 90% time reduction; AIP Bootcamps as primary onboarding|https://www.klover.ai/palantir-ai-strategy-path-to-ai-dominance-from-defense-to-enterprise/|real
Palantir Ontology|mindshare|Public NYSE-listed (PLTR); strong dev/practitioner presence among Fortune 500 + government; AIPCon community gathering; significant LinkedIn jobs/mentions|https://www.palantir.com/aipcon/|real
Diffbot|claims|10B+ entities and 1T+ structured facts crawled from public web; 81% accuracy on FreshQA (Google factuality benchmark) — beats ChatGPT and Gemini; 70.36% MMLU-Pro; customers include Cisco, DuckDuckGo, Snapchat, Adobe, AOL, eBay, Microsoft|https://www.diffbot.com/company/news/20250109.html|real
Diffbot|mindshare|Specialist KG / web-scraping community; cited in VentureBeat / SiliconANGLE on factuality-grounded LLM positioning; below mainstream LinkedIn / HN dev signal|https://venturebeat.com/ai/diffbots-ai-model-doesnt-guess-it-knows-thanks-to-a-trillion-fact-knowledge-graph|real
Lakera Guard / Lakera Red|tax-storage|proprietary threat-intelligence database (80M+ adversarial patterns; growing ~100K/day); not user-memory store|https://www.lakera.ai/|real
Lakera Guard / Lakera Red|tax-unit|attack pattern / threat signature (per-prompt classification at request time)|https://docs.lakera.ai/guard|real
Microsoft Agent Governance Toolkit|tax-storage|append-only audit log (hash-chained) + cryptographic identity store (Ed25519/SPIFFE certs) + policy definitions (YAML/JSON/OPA Rego/Cedar); not user-memory store|https://github.com/microsoft/agent-governance-toolkit/blob/main/docs/ARCHITECTURE.md|real
Microsoft Agent Governance Toolkit|tax-unit|policy / audit log entry / agent identity / trust score (0–1000) — not user memory|https://github.com/microsoft/agent-governance-toolkit/blob/main/docs/ARCHITECTURE.md|real
Enkrypt AI|tax-storage|no data — searched not found (vendor materials describe layered runtime guardrails over input/planning/memory/tool-use/output; storage primitive not disclosed publicly)|https://www.enkryptai.com/platform-overview|searched_not_found
Enkrypt AI|tax-unit|policy / detection event (per-step monitoring of agent execution: input, planning, memory, tool, output)|https://medium.com/enkrypt-ai/securing-ai-agents-a-comprehensive-framework-for-agent-guardrails-a75671e0d7c9|real
Acuvity (now Proofpoint)|tax-storage|no data — searched not found (Proofpoint AI Security marketing describes audit trail of prompts/outputs/tool-calls/identities; storage primitive not disclosed)|https://www.proofpoint.com/us/platform/ai-security|searched_not_found
Acuvity (now Proofpoint)|tax-unit|prompt + response + tool-call + agent-identity + policy-action event (per AI interaction); audit trail unit|https://www.proofpoint.com/us/platform/ai-security|real
Elasticsearch / OpenSearch|claims|Elastic positions Elasticsearch as world's most-downloaded vector DB; Elasticsearch reports 2x–12x faster than OpenSearch on its own benchmarks; independent Trail of Bits study (March 2025) found OpenSearch 1.6x faster on Big5 mixed workload and 11% faster on vector. Customers include Reed (UK), Stack Overflow, Adobe; OpenSearch on AWS recommended for Bedrock RAG|https://www.elastic.co/elasticsearch/vector-database|real
Elasticsearch / OpenSearch|mindshare|One of the highest-mindshare entries in the table — Elasticsearch dominates general-purpose enterprise search; OpenSearch (AWS fork) is now Gartner / Forrester-recognized peer in 2025/26 reports|https://blog.trailofbits.com/2025/03/06/benchmarking-opensearch-and-elasticsearch/|real
Glean|claims|$200M ARR (December 2025) — doubled in 9 months; >$1M contract segment nearly tripled; avg employee runs 5 queries/day; 40% wDAU/wMAU (>2x SaaS benchmark); customers consume 20T+ tokens/year (doubled in past quarter). Reference customers include Databricks, Canva, Confluent, Duolingo, T-Mobile, Reddit, Sony Electronics|https://www.glean.com/press/glean-surpasses-200m-in-arr-for-enterprise-ai-doubling-revenue-in-nine-months|real
SearchUnify|claims|"Major Player" in IDC MarketScape Knowledge Discovery Software 2025; Knowbler won Gold Globee for AI-powered KM; #1 Choice for Enterprise Search in SoftwareReviews Data Quadrant 2026; G2 leader 21 consecutive quarters; customers reportedly save ~$1M support cost in 3 months of deployment|https://www.searchunify.com/press-release/searchunify-named-a-leader-in-g2-grid-report-for-enterprise-search-for-the-21st-consecutive-quarter|real
CLAUDE.md|claims|GitHub Copilot leads at 41.8% market share (2026); Cursor 27.3%; Claude Code 12.5% within 12 months of release; Windsurf 9.4%. CLAUDE.md is the canonical config-file pattern that Claude Code reads on every session for project-specific behaviour rules|https://www.deployhq.com/blog/ai-coding-config-files-guide|real
Cursor Rules|claims|Cursor at 27.3% market share (2026, behind GitHub Copilot's 41.8%); .cursorrules file is the core behavior-customization mechanism, enabling project-specific instructions read on every session|https://localskills.sh/blog/cursor-vs-claude-code-vs-windsurf|real
Windsurf Rules & Memories|claims|Windsurf at 9.4% market share (2026); .windsurfrules + Memories pattern follows the same project-config-as-markdown approach as Cursor and Claude Code; smaller community than Cursor/Claude Code|https://www.deployhq.com/blog/ai-coding-config-files-guide|real
LangMem (LangChain)|claims|First-class cognitive-typed memory module (episodic/semantic/procedural) inside LangChain. Reports 58.10% accuracy on LOCOMO with p95 search latency of 59.82s — much slower than Mem0 (0.200s, 67.13%). LangChain raised $160M Series B at $1.2B valuation (October 2025). MIT-licensed; ~1.4k★ GitHub|https://guptadeepak.com/the-ai-memory-wars-why-one-system-crushed-the-competition-and-its-not-openai/|real
CrewAI Memory|claims|CrewAI raised $18M; reports use by ~60% of Fortune 500 companies; v0.28 (December 2025) added improved memory management. Short-term memory backed by ChromaDB + RAG; long-term + entity memory layers built in. Mature multi-agent ecosystem|https://www.insightpartners.com/ideas/crewai-scaleup-ai-story/|real
LlamaIndex Memory|claims|May 2025 introduced flexible Memory API combining short-term FIFO chat history with pluggable Memory Blocks (StaticMemoryBlock, FactExtractionMemoryBlock, VectorMemoryBlock); 35% retrieval-accuracy improvement claim (overall framework, not memory-specific)|https://www.llamaindex.ai/blog/improved-long-and-short-term-memory-for-llamaindex-agents|real
AutoGen Memory|claims|Framework adoption nearly doubled YoY: ~9% of organizations early-2025 to ~18% early-2026 per Datadog State of AI Engineering. AutoGen now in maintenance mode — superseded by Microsoft Agent Framework. AutoGen Bench provides agent benchmark suite; matches LangGraph in token use and latency|https://www.datadoghq.com/state-of-ai-engineering/|real
Semantic Kernel Memory|claims|Memory packages (.NET, Java, Python) reached General Availability late-2024/early-2025; H1 2025 roadmap added more sophisticated context-aware abstraction; ~27k★ GitHub stars (2026) — one of the most popular AI orchestration frameworks|https://devblogs.microsoft.com/semantic-kernel/unlocking-the-power-of-memory-announcing-general-availability-of-semantic-kernels-memory-packages/|real
Pydantic-AI + Hindsight|claims|Hindsight extracts entities and relationships, builds knowledge graph, and provides multi-strategy retrieval (semantic + BM25 + graph traversal + temporal ranking) — exposed to Pydantic-AI as retain/recall/reflect tools, model-agnostic; cleanest pattern uses memory_instructions() to inject relevant memories before each agent run|https://hindsight.vectorize.io/blog/2026/03/09/pydantic-ai-persistent-memory|real
LangGraph Persistence|claims|Checkpointer saves graph state at every superstep enabling memory between interactions, human-in-the-loop, and fault tolerance. Multiple backends: MemorySaver (in-memory), PostgresSaver, AsyncPostgresSaver, langgraph-checkpoint-redis (Redis integration). Part of LangChain ecosystem ($160M Series B, $1.2B valuation, October 2025)|https://docs.langchain.com/oss/python/langgraph/persistence|real
smolagents Memory|claims|HuggingFace lightweight code-first agent framework (~26k★ vs LangChain's ~122k); memory exposed as ordered list of past steps (history of plan/exec/error); step callbacks let users dynamically modify memory; long-term memory and memory-bank are open community-requested features|https://huggingface.co/docs/smolagents/tutorials/memory|real
Agno (Phidata) Memory|claims|Rebranded from Phidata to Agno (January 2025); shifted from data engineering tool to dedicated agentic AI runtime. AgentOS runs in customer's own cloud (no data leaves system); flexible memory primitives from short-term context to long-term user-learning; built-in session management for many concurrent sessions|https://www.agno.com/|real
Strands Agents Memory (AWS)|claims|Open-source SDK from AWS; integrates with Amazon Bedrock AgentCore Memory (SEMANTIC, SUMMARIZATION, USER_PREFERENCE strategies); used in production by Amazon Q Developer, AWS Glue, VPC Reachability Analyzer, and Smartsheet. AWS + Mem0 partnership brings persistent memory to next-gen Strands agents|https://aws.amazon.com/blogs/opensource/introducing-strands-agents-an-open-source-ai-agents-sdk/|real
OpenAI Agents SDK Memory|claims|Sessions-based working-context layer over Responses API; SDK handles context length, history, and continuity automatically. Storage backends: SQLite (default), SQLAlchemy (production), Dapr, OpenAI Conversations API. Compaction via OpenAIResponsesCompactionSession. April 2026 added categorised long-term memory (project / user / policy)|https://openai.github.io/openai-agents-python/sessions/|real
Google ADK Memory|claims|Two MemoryService implementations: InMemoryMemoryService (keyword search, dev/test) and VertexAiMemoryBankService (managed Google Cloud Memory Bank; default for Agent Platform Runtime). Memory Bank intelligently extracts and stores conversation events as long-term "memories" retrievable by semantic query|https://google.github.io/adk-docs/sessions/memory/|real
Haystack Memory (deepset)|mindshare|Used by Airbus, Lufthansa Industry Solutions, Infineon, LEGO, Comcast, Accenture, Netflix; Gartner Cool Vendor in AI Engineering; significant European enterprise / public-sector / defense presence; framework launched 2020|https://www.deepset.ai/products-and-services/haystack|real
Stardog|claims|$32.5M total funding (Series C; 2022); customers include Boehringer Ingelheim, Schneider Electric, NASA, U.S. Department of Defense; Voicebox AI launched 2024 — early access "to dozens of existing customers and new prospects" in manufacturing/pharma; Helix Finance case study reports 40% reduction in regulatory review cycles. Accenture Ventures strategic investment 2025|https://www.stardog.com/news/stardogs-hallucination-free-answer-engine-brings-ai-insights-to-high-stakes-industries/|real
Neo4j|claims|$200M ARR milestone (2024); $325M total funding at $2B valuation (Series F, June 2021); 2,000+ Neo4j jobs worldwide on LinkedIn; 843 in US; Fortune 500 customer base (Daimler, Dun & Bradstreet, EY, IBM, Merck); $100M GenAI investment in 2025; native Aura Agent + MCP server for graph-as-memory|https://neo4j.com/press-releases/neo4j-revenue-milestone-2024/|real
TigerGraph|claims|First to pass LDBC SNB at 1TB benchmark; executed BI workload at 36TB (73B vertices, 534B edges) and 108TB scale; 40x–337x faster than competitors on 2-hop path queries; 1.8x–58x faster data loading; 5x–13x more disk-efficient. Customers in pharma, healthcare, financial services, telecom, government|https://www.tigergraph.com/benchmark/|real
AllegroGraph (Franz)|claims|Selected "2025 Trend-Setting Product" by Database Trends and Applications; KMWorld Top 100 Companies that Matter in KM 2025; AllegroGraph 8.4 (May 2025) added enhanced AI-powered Natural Language Query for agentic AI + improved FedShard sharding. Gruff visualization adds RDF-Star annotations + ChatStream NLQ. Customers include dozens of Fortune 500 across healthcare, intelligence, life sciences, telecom|https://www.einnews.com/pr_news/769872979/allegrograph-named-a-2025-trend-setting-product|real
Notion AI|claims|100M+ users across 85 countries (May 2025); active user base grew from 25M to 40M in 12 months; ~4M paying users (13% conversion); >50% of Notion ARR from AI-enabled customers by end of 2025; crossed $500M annualized revenue (CNBC); ~80% of Fortune 100 are customers; >50% of Fortune 500|https://notionelevation.com/notion-productivity-statistics-2025-usage-effectiveness-why-its-still-growing-fast/|real
Obsidian Smart Connections|claims|786,090 downloads from Obsidian community plugin directory (January 2026); ~4,400 GitHub stars + 270 forks; growth: <100k downloads early 2023 to ~500k mid-2024 to 786k by Jan 2026. Free open-source plugin from Brian Petro; local-first semantic search with on-device embeddings (or 100+ APIs)|https://www.obsidianstats.com/plugins/smart-connections|real
Tana|claims|Released end-September 2022 (vs Logseq/Obsidian who preceded by 2+ years); rapid PKM-community adoption with vocal advocate base + steady migration from Notion / Roam / Logseq / Obsidian; supernode-based outliner with first-class AI integration; primarily desktop / web|https://www.unlocktana.com/blog/tana-vs-logseq|real
Logseq|claims|Open-source local-first PKM in active community; common comparison anchor against Tana / Obsidian / Roam in 2025 PKM space; daily-notes + outliner block model; users often pair with Tana as complement vs primary tool|https://discuss.logseq.com/t/logseq-as-primary-tana-as-complement-my-pkm-and-pm-evolution/28519|real
Heyday|claims|Originally founded 2016 in San Francisco; acquired by BetterUp on 19 September 2024 (per PitchBook). Browser-history-as-memory positioning; recorded URLs and pages visited automatically and organized by topic. Distinct from Heyday Canada (acquired by Hootsuite 2021)|https://pitchbook.com/profiles/company/233877-07|real
Mem.ai|claims|$28.6M total funding over 2 rounds; latest $23M Series A (Nov 2022) led by OpenAI Startup Fund. Note: distinct from Mem0 (memory infrastructure for AI apps; raised $24M from YC/PeakXV/Basis Set in October 2025 — different company)|https://pitchbook.com/profiles/company/327411-82|real
Reflect|claims|Founded by Alex MacCaw (ex-ClearBit founder, sold to HubSpot); supports both GPT-4o and Claude Sonnet for AI features (note refining, summaries, creative suggestions); calendar-based + linked-thinking PKM; broader 2025 trend: AI-app revenue tripled to >$5B and AI-app downloads doubled YoY to 3.8B|https://reflect.app/|real
Microsoft Recall|claims|Originally announced May 2024, retracted within weeks following security/privacy backlash. Re-released April 2025 to Windows Insiders Release Preview Channel with stronger encryption, biometric Windows Hello auth, opt-in default, automated content filtering of credit-card / banking / password fields. Brave, Signal, AdGuard added explicit Recall-blocking. Available on Copilot+ PCs only|https://blogs.windows.com/windowsexperience/2024/09/27/update-on-recall-security-and-privacy-architecture/|real
Personal.ai|claims|NVIDIA top independent ISV for telco vertical; pitches Personal Language Models (PLMs) at 10–30x cost efficiency vs general LLMs; bottom-up enterprise adoption (COO + business users first, IT later); $16M total raised; CEO Suman Kanuganti has been in role since 2020|https://www.personal.ai/pi-ai/from-gpus-to-plms-suman-kanugantis-next-platform-bet|real
Pinecone|claims|Production benchmarks: design platform sustains ~600 QPS on 135M vectors at P50 45ms / P99 96ms; scales to ~2,200 QPS at P50 60ms; e-commerce marketplace 5,700 QPS on 1.4B vectors at tens-of-ms median latency; Dedicated Read Nodes (DRN, December 2025 public preview) for predictable performance. Serverless architecture separates storage and stateless query compute|https://www.pinecone.io/blog/dedicated-read-nodes/|real
Weaviate|claims|Made 2024 Forbes AI 50 List alongside OpenAI/Cohere/HuggingFace/Mistral/LangChain; combines vector search with knowledge-graph-style schema for contextual enrichment; not consistently top in pure-vector benchmarks but strong on hybrid use cases; emerged 2019|https://medium.com/@fendylike/top-5-open-source-vector-search-engines-a-comprehensive-comparison-guide-for-2025-e10110b47aa3|real
Qdrant|claims|GitHub repo surpassed 27,000★ in 2025 (~25k early 2025); maintains official benchmark suite (qdrant/benchmark + qdrant/vector-db-benchmark); added 35 new integrations in 2025 including official n8n node; uses ann-benchmarks dataset for cross-engine comparisons|https://qdrant.tech/blog/2025-recap/|real
Chroma|claims|26k+ GitHub★ (some sources cite 25.6k); used in 90k+ open-source codebases on GitHub; downloaded 11M+ times monthly; Chroma Cloud GA August 2025; 4x faster writes/queries vs original Python after 2025 Rust rewrite; included in Zilliz VectorDBBench standard cross-engine benchmarks|https://github.com/chroma-core/chroma|real
Milvus|claims|40,000+ GitHub★ milestone reinforcing leadership in OSS vector DBs; 10,000+ enterprise deployments (Alibaba, Cisco, BIGO/Likee, Rakuten Symphony); Milvus 2.5 (2025) added native hybrid search; production reports sub-50ms retrieval at billion-vector scale; Zilliz Cloud benchmarks claim 10x faster ANN vs Weaviate at 5B+ vectors with sub-10ms latency|https://milvus.io/blog/milvus-exceeds-40k-github-stars.md|real
LanceDB|claims|Lance format v2.2 cuts storage 50%+; up to 68x faster blob reads vs Parquet; production architecture targets 25ms vector search latency, 50ms with metadata filtering, thousands of QPS; benchmarks on 1M 960-dim GIST: <20ms queries, recall@1 ~0.90 in 3ms via IVF + PQ; LanceDB Cloud (serverless, usage-based) launched public beta 2025|https://docs.lancedb.com/enterprise/benchmark/benchmark|real
Turbopuffer|claims|Production scale: 3.5T+ documents, 10M+ writes/s, 25k+ queries/s; up to 100B vectors at 200ms P99; sub-10ms P50 latency; reports 95% cost reduction switching from traditional vector DBs (object-storage at $0.02/GB vs $0.60/GB); customers include Cursor, Notion, Linear, Anthropic; revenue 10x and headcount 5x in 2024–2025|https://turbopuffer.com/docs/benchmark|real
