system_name,field_name,value,source_url
Zep & Graphiti,data_handling,"Never trains on customer data; BYOK supported; BYOM/BYOC/VPC options available",https://www.getzep.com/security/
Zep & Graphiti,funding,"$3M total Seed (including additional round Apr 2024)",https://bouncewatch.com/explore/startup/zep-ai
Zep & Graphiti,customers,"11–50 employees; no named customers disclosed; 30x infra scale claimed summer 2025",https://www.getzep.com/pricing/
Zep & Graphiti,mindshare,"25.7k GitHub stars; +137/mo; 3 inbound integrations",https://github.com/getzep/graphiti
Zep & Graphiti,founders,"YC W24; founder Daniel Chalef (serial entrepreneur; previously founded KnowledgeTree; ex-SparkPost)",https://www.ycombinator.com/companies/zep-ai
Zep & Graphiti,modalities,text,https://github.com/getzep/graphiti
Zep & Graphiti,volume_claim,"no scale claim publicly stated",https://blog.getzep.com/graphiti-hits-20k-stars-mcp-server-1-0/
Zep & Graphiti,conflict_resolution,"bi-temporal versioning (event time + ingestion time)",https://arxiv.org/abs/2501.13956
Zep & Graphiti,license,Apache-2.0,https://github.com/getzep/graphiti/blob/main/LICENSE
Zep & Graphiti,latest_release,"v0.29.0 — 2026-04-27",https://github.com/getzep/graphiti/releases/tag/v0.29.0
Cognee,pricing,"Free + paid",https://www.cognee.ai/pricing
Cognee,deployment,"Both (cloud + self-hosted)",https://www.cognee.ai/pricing
Cognee,hq,"DE (Germany, Berlin)",https://www.cognee.ai/pricing
Cognee,compliance,"no data — searched not found (no public compliance page found)",https://www.cognee.ai/
Cognee,data_handling,"no data — searched not found (no public data handling policy found)",https://www.cognee.ai/
Cognee,funding,"€7.5M (~$10M) Seed Feb 2026; investor EU Startups",https://www.eu-startups.com/2026/02/german-ai-infrastructure-startup-cognee-lands-e7-5-million-to-scale-enterprise-grade-memory-technology/
Cognee,customers,"11–50 employees; 70+ companies in live environments (unnamed)",https://www.eu-startups.com/2026/02/german-ai-infrastructure-startup-cognee-lands-e7-5-million-to-scale-enterprise-grade-memory-technology/
Cognee,mindshare,"17.1k GitHub stars; +152/mo; 11 HN posts; 2 inbound integrations",https://github.com/topoteretes/cognee
Cognee,founders,"EU (Berlin); co-founders Vasilije Markovic (data engineering lead at Zalando/Taxfix)",https://www.eu-startups.com/2026/02/german-startup-interloom-lands-e14-2-million-seed-funding-for-ai-agent-knowledge-infrastructure/
Cognee,modalities,text,https://www.cognee.ai/blog/fundamentals/how-cognee-builds-ai-memory
Cognee,volume_claim,"no scale claim publicly stated",https://www.cognee.ai/blog/integrations/claude-agent-sdk-persistent-memory-with-cognee-integration
Cognee,conflict_resolution,LLM-arbitrate,https://www.cognee.ai/blog/fundamentals/how-cognee-builds-ai-memory
Cognee,license,Apache-2.0,https://github.com/topoteretes/cognee/blob/main/LICENSE
Cognee,latest_release,"v1.0.8 — 2026-05-06",https://github.com/topoteretes/cognee/releases/tag/v1.0.8
Hindsight (Vectorize),pricing,"Free + paid (Vectorize Hindsight cloud; OSS self-hosted free)",https://vectorize.io/articles/mem0-alternatives
Hindsight (Vectorize),deployment,"Both (cloud managed + OSS self-hosted)",https://hindsight.vectorize.io/developer/mcp-server
Hindsight (Vectorize),hq,"US (Colorado — BizWest report)",https://www.crunchbase.com/organization/vectorize-io
Hindsight (Vectorize),compliance,"SOC 2 Type II",https://vectorize.io/security
Hindsight (Vectorize),data_handling,"no data — searched not found (OSS; no dedicated data policy page found for Hindsight specifically)",https://vectorize.io/security
Hindsight (Vectorize),funding,"$4M total Seed Oct 2024; investor True Ventures",https://bizwest.com/2024/10/08/vectorize-raises-3-6-million-to-boost-ai-powered-data-retrieval/
Hindsight (Vectorize),customers,"In production at Fortune 500 enterprises and AI startups (no names disclosed); 12.3k GitHub stars",https://venturebeat.com/data/with-91-accuracy-open-source-hindsight-agentic-memory-provides-20-20-vision
Hindsight (Vectorize),mindshare,"12.3k GitHub stars; +121/mo; 2 inbound integrations; 1 press mention (VentureBeat)",https://github.com/vectorize-io/hindsight
Hindsight (Vectorize),founders,"True Ventures seed; co-founders Chris Latimer (ex-Google API Gateway PM; ex-DataStax GM)",https://bizwest.com/2024/10/08/vectorize-raises-3-6-million-to-boost-ai-powered-data-retrieval/
Hindsight (Vectorize),modalities,text,https://vectorize.io/blog/introducing-hindsight-agent-memory-that-works-like-human-memory
Hindsight (Vectorize),volume_claim,"no scale claim publicly stated",https://vectorize.io/blog/introducing-hindsight-agent-memory-that-works-like-human-memory
Hindsight (Vectorize),conflict_resolution,"none specified",https://arxiv.org/abs/2512.12818
Hindsight (Vectorize),license,MIT,https://github.com/vectorize-io/hindsight/blob/main/LICENSE
Hindsight (Vectorize),latest_release,"v0.6.0 — 2026-05-05",https://github.com/vectorize-io/hindsight/releases/tag/v0.6.0
Supermemory,pricing,"OSS (MIT); cloud paid tier available",https://supermemory.ai/pricing/
Supermemory,deployment,"Both (cloud + self-hosted OSS)",https://github.com/supermemoryai/supermemory
Supermemory,hq,"US (San Francisco)",https://github.com/supermemoryai
Supermemory,compliance,"SOC 2; HIPAA; GDPR (per supermemory.ai security page)",https://supermemory.ai/
Supermemory,data_handling,"Does not train models on customer data",https://supermemory.ai/
Supermemory,funding,"$6M total Seed Oct 2025; investors include Google execs",https://techcrunch.com/2025/10/06/a-19-year-old-nabs-backing-from-google-execs-for-his-ai-memory-startup-supermemory/
Supermemory,customers,"a16z-backed Cluely; Montra; Scira; Composio/Rube; Rets",https://techcrunch.com/2025/10/06/a-19-year-old-nabs-backing-from-google-execs-for-his-ai-memory-startup-supermemory/
Supermemory,mindshare,"22.4k GitHub stars; +113/mo; 1 inbound integration",https://github.com/supermemoryai/supermemory
Supermemory,founders,"Solo founder Dhravya Shah (19-year-old; IIT dropout; built apps to 1M+ users; sold to YC company)",https://techcrunch.com/2025/10/06/a-19-year-old-nabs-backing-from-google-execs-for-his-ai-memory-startup-supermemory/
Supermemory,modalities,text,https://supermemory.ai/research/
Supermemory,volume_claim,"no scale claim publicly stated",https://supermemory.ai/research/
Supermemory,conflict_resolution,LLM-arbitrate,https://github.com/supermemoryai/supermemory
Memvid,pricing,"OSS (Apache-2.0); free — no commercial pricing found",https://github.com/memvid/memvid
Memvid,deployment,"Self-hosted only (single .mv2 file; no cloud service)",https://docs.memvid.com/
Memvid,hq,"no data — searched not found (org is anonymous; no company HQ identified)",https://github.com/memvid
Memvid,compliance,"not applicable — not commercial",https://github.com/memvid/memvid
Memvid,data_handling,"not applicable — not commercial (all data stays in user's .mv2 file)",https://github.com/memvid/memvid
Memvid,funding,"no data — searched not found (no funding identified)",https://github.com/memvid
Memvid,customers,"no data — searched not found (OSS project; no known enterprise customers)",https://github.com/memvid
Memvid,mindshare,"15.3k GitHub stars; +149/mo; 1 press mention",https://github.com/memvid/memvid
Memvid,founders,"co-founders include Mohamed Omar (CEO) and one unnamed co-founder; team is anonymous on GitHub org",https://f4.fund/startups/memvid
Memvid,modalities,text,https://docs.memvid.com/
Memvid,volume_claim,"fits in single .mv2 file (no upper bound claimed)",https://docs.memvid.com/
Memvid,conflict_resolution,"append (no resolution — append-only format)",https://github.com/memvid/memvid
Memvid,license,Apache-2.0,https://github.com/memvid/memvid/blob/main/LICENSE
Memvid,latest_release,"v2.0.139 — 2026-03-13",https://github.com/memvid/memvid/releases/tag/v2.0.139
Memobase,pricing,"Free + paid (Memobase Cloud free tier for testing; pay-as-you-go for production)",https://www.memobase.io/pricing
Memobase,deployment,"Both (self-hosted Docker + Memobase Cloud managed)",https://docs.memobase.io/cost
Memobase,hq,"no data — searched not found (org joined GitHub Oct 2024; no company HQ identified; PitchBook lists a different Memobase co. in Bern, Germany)",https://github.com/memodb-io
Memobase,compliance,"no data — searched not found",https://www.memobase.io/
Memobase,data_handling,"no data — searched not found",https://www.memobase.io/
Memobase,funding,"no data — searched not found (no venture funding identified for memodb-io org)",https://github.com/memodb-io/memobase
Memobase,customers,"no data — searched not found",https://github.com/memodb-io/memobase
Memobase,mindshare,"2.7k GitHub stars; +10/mo; 1 inbound integration",https://github.com/memodb-io/memobase
Memobase,founders,"no data — searched not found (GitHub org joined Oct 2024; no named founders publicly identified)",https://github.com/memodb-io
Memobase,modalities,text,https://github.com/memodb-io/memobase
Memobase,volume_claim,"no scale claim publicly stated",https://github.com/memodb-io/memobase
Memobase,conflict_resolution,"none specified",https://github.com/memodb-io/memobase
Memobase,license,Apache-2.0,https://github.com/memodb-io/memobase/blob/main/LICENSE
Memobase,latest_release,"no releases (no tagged releases on GitHub as of research date)",https://github.com/memodb-io/memobase/releases
OMEGA,pricing,"Open-core: Core tier free (Apache-2.0); Graph tier $249/mo; Pro tier (multi-agent) additional",https://omegamax.co/
OMEGA,deployment,"Local-only (local ONNX embeddings + SQLite; macOS + Linux; Windows via WSL)",https://omegamax.co/downloads
OMEGA,hq,"US (no city specified)",https://omegamax.co/
OMEGA,compliance,"not applicable — local-only (AES-256-GCM encryption at rest; no cloud)",https://omegamax.co/
OMEGA,data_handling,"All data stays on user's machine; zero cloud dependency; zero external calls",https://omegamax.co/
OMEGA,funding,"no data — searched not found (bootstrapped; no funding identified)",https://omegamax.co/
OMEGA,customers,"no data — searched not found (developer tool; no enterprise customers disclosed)",https://omegamax.co/
OMEGA,mindshare,"no data — below detection threshold (no HN threads or press coverage found)",https://omegamax.co/
OMEGA,founders,"Jason Sosa (builder; no further background publicly identified)",https://www.linkedin.com/in/jasonsosa/
OMEGA,modalities,text,https://omegamax.co/
OMEGA,volume_claim,"no scale claim publicly stated",https://omegamax.co/benchmarks
OMEGA,conflict_resolution,"none specified",https://omegamax.co/
OMEGA,created,"no data — searched not found (no founding date publicly identified)",https://omegamax.co/
ByteRover,pricing,"Free plan + Team plan $149/mo + Enterprise",https://www.byterover.dev/pricing
ByteRover,deployment,"Local-first by default + ByteRover Cloud for sync/collaboration",https://docs.byterover.dev/
ByteRover,hq,"no data — searched not found (no company HQ publicly identified)",https://www.crunchbase.com/organization/byterover
ByteRover,compliance,"no data — searched not found",https://www.byterover.dev/
ByteRover,data_handling,"no data — searched not found",https://www.byterover.dev/
ByteRover,funding,"no data — searched not found (no public funding identified)",https://www.crunchbase.com/organization/byterover
ByteRover,customers,"no data — searched not found (no named customers; developer tool)",https://www.byterover.dev/
ByteRover,mindshare,"no data — below detection threshold",https://www.byterover.dev/
ByteRover,founders,"no data — searched not found (team is anonymous; no named founders identified)",https://www.byterover.dev/
ByteRover,modalities,text,https://www.byterover.dev/
ByteRover,volume_claim,"no scale claim publicly stated",https://www.byterover.dev/blog/benchmark-ai-agent-memory
ByteRover,conflict_resolution,"none specified",https://www.byterover.dev/
ByteRover,created,"no data — searched not found",https://www.byterover.dev/
Backboard,pricing,"Usage-based tiered pricing; free production-ready tier with promo; paid tiers for scale",https://backboard.io/pricing
Backboard,deployment,"Cloud-hosted (managed SaaS; multi-model API)",https://backboard.io/
Backboard,hq,"Ottawa, Canada",https://betakit.com/backboard-io-looks-to-solve-ai-amnesia-with-substantial-pre-seed-round/
Backboard,compliance,"no data — searched not found (no SOC2/HIPAA certifications found)",https://backboard.io/
Backboard,data_handling,"no data — searched not found (no public data handling policy details found)",https://backboard.io/
Backboard,funding,"$3M pre-seed Jan 2026; co-led Mistral Venture Partners + N49P; Garage Capital + DevCap participated",https://www.startupresearcher.com/news/assent-co-founder-s-backboard-ai-raises-pre-seed-to-cure-llm-amnesia
Backboard,customers,"no data — searched not found (early-stage; no named customers)",https://backboard.io/
Backboard,mindshare,"no data — below detection threshold (15 GitHub stars on benchmark repo)",https://github.com/Backboard-io/Backboard-Locomo-Benchmark
Backboard,founders,"Rob Imbeault (co-founder of Assent — SaaS unicorn valued >$1.4B); founded 2025",https://news.backboard.io/259150-saas-unicorn-founder-rob-imbeault-returns-with-backboard-io-the-memory-layer-of-ai/
Backboard,modalities,text,https://github.com/Backboard-io
Backboard,volume_claim,"no scale claim publicly stated",https://github.com/Backboard-io/Backboard-Locomo-Benchmark
Backboard,conflict_resolution,"none specified",https://github.com/Backboard-io
Hyperspell,pricing,"no data — searched not found (pricing not yet public; early-stage YC startup)",https://www.hyperspell.com/
Hyperspell,deployment,"Cloud API + SDK (no self-hosted option found)",https://www.hyperspell.com/
Hyperspell,hq,"US (San Francisco)",https://www.ycombinator.com/companies/hyperspell
Hyperspell,compliance,"no data — searched not found",https://www.hyperspell.com/
Hyperspell,data_handling,"no data — searched not found",https://www.hyperspell.com/
Hyperspell,funding,"$2M Seed Sept 2025 (YC F25)",https://www.ycombinator.com/companies/hyperspell
Hyperspell,customers,"developer teams building on-screen assistants, embedded customer support bots, CRM personalization tools (no named customers)",https://www.every.io/blog-post/ai-agents-are-the-future-conor-brennan-burke-is-building-the-infrastructure-that-enables-them-to-run
Hyperspell,mindshare,"no data — below detection threshold (YC company; 1 press article found)",https://www.ycombinator.com/companies/hyperspell
Hyperspell,founders,"Conor Brennan-Burke and Manu Ebert; co-founders previously scaled API products to $30M ARR",https://www.every.io/blog-post/ai-agents-are-the-future-conor-brennan-burke-is-building-the-infrastructure-that-enables-them-to-run
Hyperspell,modalities,text,https://www.ycombinator.com/companies/hyperspell
Hyperspell,volume_claim,"no scale claim publicly stated",https://www.ycombinator.com/companies/hyperspell
Hyperspell,conflict_resolution,"none specified",https://www.ycombinator.com/companies/hyperspell
Hyperspell,created,"2024",https://www.ycombinator.com/companies/hyperspell
Memoria (MatrixOrigin),pricing,"no data — searched not found (no public pricing page found)",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),deployment,"Both (Memoria Cloud API + self-hosted MatrixOne DB)",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),hq,"China (MatrixOrigin HQ)",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),compliance,"no data — searched not found",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),data_handling,"Data stored in MatrixOne with MVCC/CoW architecture; on-prem option available",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),funding,"no data — searched not found (MatrixOrigin is a corporate lab product; no independent funding)",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),customers,"community users; database developers; open-source (no enterprise customers named)",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),mindshare,"no data — below detection threshold",https://github.com/matrixorigin/Memoria
Memoria (MatrixOrigin),founders,"MatrixOrigin (Chinese HTAP database company); no individual founders publicly named",https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76
Memoria (MatrixOrigin),modalities,text,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76
Memoria (MatrixOrigin),volume_claim,"no scale claim publicly stated",https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76
Memoria (MatrixOrigin),conflict_resolution,"none specified",https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76
Memoria (MatrixOrigin),created,"no data — searched not found",https://github.com/matrixorigin/Memoria
OpenMemory,pricing,"OSS (Apache-2.0 self-hosted); self-hosted cost ~$5-8/mo for 100k memories vs $60-120 for SaaS",https://openmemory.cavira.app/docs/deployment/backend
OpenMemory,deployment,"Self-hosted (local + Docker; no cloud service found)",https://openmemory.cavira.app/docs/deployment/backend
OpenMemory,hq,"no data — searched not found (CaviraOSS GitHub org; no company HQ identified)",https://github.com/CaviraOSS
OpenMemory,compliance,"no data — searched not found",https://github.com/CaviraOSS/OpenMemory
OpenMemory,data_handling,"not applicable — self-hosted OSS (all data stays on user's infrastructure)",https://github.com/CaviraOSS/OpenMemory
OpenMemory,funding,"no data — searched not found (OSS project; no venture funding identified)",https://github.com/CaviraOSS/OpenMemory
OpenMemory,customers,"no data — searched not found (OSS; no known enterprise customers)",https://github.com/CaviraOSS/OpenMemory
OpenMemory,mindshare,"4.1k GitHub stars; +165/mo; below detection threshold for HN/press",https://github.com/CaviraOSS/OpenMemory
OpenMemory,founders,"Contributors include Morven, Muhammad Fiaz, Peter Chung, Brett Ammeson, Joseph Goksu; no named corporate founders",https://github.com/CaviraOSS
OpenMemory,modalities,text,https://github.com/CaviraOSS/OpenMemory
OpenMemory,volume_claim,"no scale claim publicly stated",https://github.com/CaviraOSS/OpenMemory
OpenMemory,conflict_resolution,"none specified",https://github.com/CaviraOSS/OpenMemory
Memori,pricing,"Free + paid (Memori Cloud; tiered plans for builders / growing / production teams)",https://memorilabs.ai/pricing/
Memori,deployment,"Both (Memori Cloud zero-config + self-hosted OSS)",https://memorilabs.ai/
Memori,hq,"US (New York City)",https://tracxn.com/d/companies/memori/__-XTlwx8eHLG0TZREQDei4Wf6TJLzcIBSWvXxbe_UmBE
Memori,compliance,"no data — searched not found",https://memorilabs.ai/
Memori,data_handling,"no data — searched not found",https://memorilabs.ai/
Memori,funding,"$3.7M Seed (4 investors; round closed May 2024)",https://tracxn.com/d/companies/memori/__-XTlwx8eHLG0TZREQDei4Wf6TJLzcIBSWvXxbe_UmBE
Memori,customers,"no data — searched not found",https://memorilabs.ai/
Memori,mindshare,"14.1k GitHub stars; +175/mo; GitHub-only signal (no HN/press threshold met)",https://github.com/MemoriLabs/Memori
Memori,founders,"Harish Mukhami (CEO) and Michael Montero (CTO); founded 2024",https://f7ventures.com/portfolio/memori-labs/
Memori,modalities,text,https://github.com/MemoriLabs/Memori
Memori,volume_claim,"no scale claim publicly stated",https://github.com/MemoriLabs/Memori
Memori,conflict_resolution,"none specified",https://github.com/MemoriLabs/Memori
Memori,license,Apache-2.0,https://github.com/MemoriLabs/Memori/blob/main/LICENSE
Memori,latest_release,"v3.3.3 — 2026-05-05",https://github.com/MemoriLabs/Memori/releases/tag/v3.3.3
MemMachine,pricing,"OSS free; Enterprise version coming soon (no public price)",https://memmachine.ai/
MemMachine,deployment,"Self-hosted (private cloud or on-premises); Enterprise managed forthcoming",https://memmachine.ai/
MemMachine,hq,"no data — searched not found (incubated by MemVerge; no standalone HQ identified)",https://memmachine.ai/
MemMachine,compliance,"not applicable — not commercial (open-source OSS)",https://github.com/MemMachine/MemMachine
MemMachine,data_handling,"not applicable — not commercial (self-hosted; data stays on user infrastructure)",https://github.com/MemMachine/MemMachine
MemMachine,funding,"no data — searched not found (incubated by MemVerge; no venture funding identified)",https://memmachine.ai/
MemMachine,customers,"no data — searched not found (OSS project; no known enterprise customers)",https://github.com/MemMachine/MemMachine
MemMachine,mindshare,"3.1k GitHub stars; +30/mo; below detection threshold",https://github.com/MemMachine/MemMachine
MemMachine,founders,"MemVerge (initial incubator); no named individual founders publicly identified",https://memmachine.ai/
MemMachine,modalities,text,https://github.com/MemMachine/MemMachine
MemMachine,volume_claim,"no scale claim publicly stated",https://github.com/MemMachine/MemMachine
MemMachine,conflict_resolution,"none specified",https://github.com/MemMachine/MemMachine
MemMachine,deployment_detail,"Self-hosted open-source; Enterprise with additional features forthcoming",https://memmachine.ai/
Memary,pricing,"OSS (MIT); no commercial pricing",https://github.com/kingjulio8238/Memary
Memary,deployment,"Self-hosted (OSS; no cloud service found)",https://github.com/kingjulio8238/Memary
Memary,hq,"US (San Francisco — creator's location)",https://github.com/kingjulio8238
Memary,compliance,"not applicable — not commercial (OSS research project)",https://github.com/kingjulio8238/Memary
Memary,data_handling,"not applicable — not commercial (all data on user's infrastructure)",https://github.com/kingjulio8238/Memary
Memary,funding,"no data — searched not found (OSS project; no funding identified)",https://github.com/kingjulio8238/Memary
Memary,customers,"no data — searched not found (OSS; no known enterprise customers)",https://github.com/kingjulio8238/Memary
Memary,mindshare,"2.6k GitHub stars; 40/mo PyPI downloads (May 2025); GitHub-only signal",https://pypi.org/project/memary/
Memary,founders,"kingjulio8238 (kingJulio; San Francisco developer; no full name publicly identified)",https://github.com/kingjulio8238
Memary,modalities,text,https://github.com/kingjulio8238/Memary
Memary,volume_claim,"no scale claim publicly stated",https://github.com/kingjulio8238/Memary
Memary,conflict_resolution,"none specified",https://github.com/kingjulio8238/Memary
Memary,license,MIT,https://github.com/kingjulio8238/Memary/blob/main/LICENSE
Memary,latest_release,"v0.1.5 — 2024-10-22",https://github.com/kingjulio8238/Memary/releases/tag/v0.1.5
Anda Hippocampus,pricing,"OSS (Apache-2.0 + MIT); free — no commercial pricing",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,deployment,"Self-hosted on-premises (full data privacy; no cloud service)",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,hq,"China (LDC Labs / ICPanda DAO; ICP blockchain project)",https://github.com/ldclabs
Anda Hippocampus,compliance,"not applicable — not commercial (OSS; on-prem only)",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,data_handling,"not applicable — not commercial (on-prem deployment; data stays local)",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,funding,"no data — searched not found (open-source ICP DAO project; no venture funding)",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,customers,"community users; academic/developer community (no enterprise customers)",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,mindshare,"44 GitHub stars; below detection threshold",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,founders,"LDC Labs (creators of ICPanda DAO on ICP blockchain); no named individual founders publicly identified",https://github.com/ldclabs
Anda Hippocampus,modalities,text,https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,volume_claim,"no scale claim publicly stated",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,conflict_resolution,"none specified",https://github.com/ldclabs/anda-hippocampus
Anda Hippocampus,license,Apache-2.0,https://github.com/ldclabs/anda-hippocampus/blob/main/LICENSE
Anda Hippocampus,latest_release,"v0.4.17 — 2026-05-05",https://github.com/ldclabs/anda-hippocampus/releases/tag/v0.4.17
O-Mem,pricing,"not applicable — academic research code (no commercial pricing)",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,deployment,"Self-hosted (research code; no cloud service)",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,hq,"China (OPPO headquarters in Guangdong/Shenzhen)",https://github.com/OPPO-PersonalAI
O-Mem,compliance,"not applicable — not commercial",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,data_handling,"not applicable — not commercial",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,funding,"not applicable — corporate research lab (OPPO PersonalAI Research)",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,customers,"not applicable — corporate research product; no commercial customers",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,mindshare,"65 GitHub stars; below detection threshold",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,founders,"OPPO PersonalAI Research Lab (corporate); no individual founding researchers publicly identified",https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,modalities,text,https://github.com/OPPO-PersonalAI/O-Mem
O-Mem,volume_claim,"no scale claim publicly stated",https://arxiv.org/abs/2511.13593
O-Mem,conflict_resolution,LLM-arbitrate,https://arxiv.org/abs/2511.13593
SuperLocalMemory,pricing,"no data — searched not found (product from Qualixar research; no public pricing page found)",https://www.superlocalmemory.com/
SuperLocalMemory,deployment,"Local-only (no Docker; no graph DB; no API keys; CPU-only; Mode A zero-LLM)",https://www.superlocalmemory.com/
SuperLocalMemory,hq,"no data — searched not found (Qualixar Research Initiative; no corporate HQ identified)",https://www.superlocalmemory.com/
SuperLocalMemory,compliance,"EU AI Act compliant framing (explicitly stated)",https://www.superlocalmemory.com/
SuperLocalMemory,data_handling,"All data stays on user's machine; no cloud; no API dependency",https://www.superlocalmemory.com/
SuperLocalMemory,funding,"no data — searched not found (research initiative; no venture funding identified)",https://github.com/qualixar/superlocalmemory
SuperLocalMemory,customers,"no data — searched not found (no named customers; developer/researcher tool)",https://www.superlocalmemory.com/
SuperLocalMemory,mindshare,"no data — below detection threshold",https://www.superlocalmemory.com/
