row_name|column_class|value|citation_url|status
Mistral Vibe (Remote Agents) + Mistral Medium 3.5|time-to-running|<10min (Pro/Team/Enterprise plan; CLI or Le Chat spawn)|https://mistral.ai/news/vibe-remote-agents-mistral-medium-3-5|real
Mistral Vibe (Remote Agents) + Mistral Medium 3.5|anti-fit|not for non-Mistral stacks; not for users requiring full transparency of memory eviction policy; not for offline/air-gapped use|https://mistral.ai/news/vibe-remote-agents-mistral-medium-3-5|real
Mistral Vibe (Remote Agents) + Mistral Medium 3.5|optimised-for|async parallel coding agents with teleportable session state; SWE-Bench-leading model (77.6%); EU-jurisdiction stack|https://mistral.ai/news/vibe-remote-agents-mistral-medium-3-5|real
Mistral Vibe (Remote Agents) + Mistral Medium 3.5|adjacent-infrastructure|requires Mistral la Plateforme + Le Chat; integrates GitHub/Linear/Jira/Sentry/Slack/Teams; NVIDIA NIM containers for self-host|https://mistral.ai/news/vibe-remote-agents-mistral-medium-3-5|real
NVIDIA Inference Context Memory Storage Platform|orchestration|not applicable — KV-cache storage tier (no agent orchestration model)|https://nvidianews.nvidia.com/news/nvidia-bluefield-4-powers-new-class-of-ai-native-storage-infrastructure-for-the-next-frontier-of-ai|real
NVIDIA Inference Context Memory Storage Platform|validated-verticals|gigascale agentic inference operators; cloud GPU/HPC providers; LLM inference vendors (design-win partners: AIC/Cloudian/DDN/Dell/HPE/Hitachi Vantara/IBM/Nutanix/Pure Storage/Supermicro/VAST Data/WEKA)|https://nvidianews.nvidia.com/news/nvidia-bluefield-4-powers-new-class-of-ai-native-storage-infrastructure-for-the-next-frontier-of-ai|real
NVIDIA Inference Context Memory Storage Platform|time-to-running|months (rack-scale BlueField-4 deployment; depends on Rubin GA H2 2026)|https://nvidianews.nvidia.com/news/nvidia-bluefield-4-powers-new-class-of-ai-native-storage-infrastructure-for-the-next-frontier-of-ai|real
NVIDIA Inference Context Memory Storage Platform|anti-fit|not for non-NVIDIA-Rubin/BlueField stacks; not for small-deployment / edge use; not for non-KV-cache memory needs (semantic conflict resolution etc.)|https://nvidianews.nvidia.com/news/nvidia-bluefield-4-powers-new-class-of-ai-native-storage-infrastructure-for-the-next-frontier-of-ai|real
NVIDIA Inference Context Memory Storage Platform|optimised-for|petabyte-scale RDMA-accelerated KV-cache placement (5x tokens/sec; 5x power efficiency); multi-turn TTFT reduction|https://nvidianews.nvidia.com/news/nvidia-bluefield-4-powers-new-class-of-ai-native-storage-infrastructure-for-the-next-frontier-of-ai|real
NVIDIA Inference Context Memory Storage Platform|adjacent-infrastructure|requires NVIDIA Rubin cluster + BlueField-4 DPU + Spectrum-X Ethernet + DOCA + NIXL + Dynamo; partner storage (12 named OEMs)|https://nvidianews.nvidia.com/news/nvidia-bluefield-4-powers-new-class-of-ai-native-storage-infrastructure-for-the-next-frontier-of-ai|real
Gemini Enterprise Agent Platform Memory Bank (rebrand of Vertex AI Memory Bank)|orchestration|both (long-running single agents; A2A v1.2 multi-agent in production at 150 organizations; ADK/LangGraph/CrewAI/LlamaIndex)|https://google.github.io/A2A/|real
Gemini Enterprise Agent Platform Memory Bank (rebrand of Vertex AI Memory Bank)|validated-verticals|enterprise (logistics/manufacturing: Danfoss, Suzano; partners: Box/Workday/Salesforce/ServiceNow/Dun & Bradstreet/S&P Global)|https://thenextweb.com/news/google-cloud-next-ai-agents-agentic-era|real
Gemini Enterprise Agent Platform Memory Bank (rebrand of Vertex AI Memory Bank)|time-to-running|<1day (GCP project + Vertex/Gemini Enterprise wiring)|https://cloud.google.com/vertex-ai/generative-ai/docs/agent-builder/memory-bank|real
Gemini Enterprise Agent Platform Memory Bank (rebrand of Vertex AI Memory Bank)|anti-fit|not for non-GCP stacks; not for OSS/self-host requirements; not for users requiring full memory transparency (managed service)|https://docs.cloud.google.com/gemini-enterprise-agent-platform/release-notes|real
Gemini Enterprise Agent Platform Memory Bank (rebrand of Vertex AI Memory Bank)|optimised-for|long-running enterprise agents with continuous event-streaming consolidation; days-long state persistence; deep GCP IAM/CMEK/A2A integration|https://docs.cloud.google.com/gemini-enterprise-agent-platform/release-notes|real
Gemini Enterprise Agent Platform Memory Bank (rebrand of Vertex AI Memory Bank)|adjacent-infrastructure|requires GCP (Vertex AI / Gemini Enterprise); on-prem option via open-source Gemma 4; managed MCP servers; Pub/Sub + Cloud Trace + IAM|https://cloud.google.com/blog/products/ai-machine-learning/introducing-gemini-enterprise-agent-platform|real
Memories.ai LVMM 2.0 / Project LUCI|orchestration|single-agent (per-device wearable; companion app; reference platform — third-party hardware partners build agents)|https://memories.ai/blog/collaboration-with-qualcomm|real
Memories.ai LVMM 2.0 / Project LUCI|validated-verticals|consumer wearables (AI pins/glasses/pendants); Project LUCI ecosystem partners RayNeo, Sharge|https://www.techtimes.com/articles/313851/20260107/ces-2026-memoriesai-wants-you-recall-past-conversations-through-luci-ai-pin.htm|real
Memories.ai LVMM 2.0 / Project LUCI|time-to-running|months (hardware-dependent; partner devices launching "later this year" 2026)|https://memories.ai/blog/collaboration-with-qualcomm|real
Memories.ai LVMM 2.0 / Project LUCI|anti-fit|not for cloud-only / non-wearable contexts; not for text-only memory (visual focus); not for users requiring open model weights or auditable consolidation|https://memories.ai/blog/collaboration-with-qualcomm|real
Memories.ai LVMM 2.0 / Project LUCI|optimised-for|on-device visual memory encoding for wearables; episodic recall of past conversations/decisions/experiences; privacy via local processing|https://memories.ai/blog/collaboration-with-qualcomm|real
Memories.ai LVMM 2.0 / Project LUCI|adjacent-infrastructure|requires Qualcomm SoC + on-device storage + cloud sync (enterprise tier); Nvidia Cosmos-Reason 2 + Metropolis collaboration; companion app|https://memories.ai/blog/collaboration-with-qualcomm|real
OMEGA|tax-storage|hybrid (vector + SQLite + local ONNX embeddings; Graph tier adds graph store)|https://omegamax.co/|real
OMEGA|tax-retrieval|similarity (50ms vector retrieval; LongMemEval 95.4%)|https://omegamax.co/benchmarks|real
OMEGA|tax-update|extraction (LLM-extracted facts; conscious-mode reranking and dedup)|https://omegamax.co/|real
OMEGA|tax-unit|fact (extracted facts inferred from LongMemEval evaluation positioning)|https://omegamax.co/benchmarks|real
OMEGA|tax-governance|user-controllable (local-only; AES-256-GCM at rest; no cloud)|https://omegamax.co/|real
ByteRover|tax-storage|hybrid (vector + custom store; LLM-curated hierarchical context; supports multiple embedding models)|https://docs.byterover.dev/|real
ByteRover|tax-retrieval|similarity (vector retrieval; reports 92.2% LoCoMo + 92.8% LongMemEval)|https://www.byterover.dev/blog/benchmark-ai-agent-memory|real
ByteRover|tax-update|extraction (LLM-curated hierarchical context; structured memory writes)|https://www.byterover.dev/|real
ByteRover|tax-unit|episode (coding-agent session memory; hierarchical context)|https://www.byterover.dev/|real
ByteRover|tax-governance|user-controllable (local-first by default; cloud sync optional; encryption at-rest + in-transit)|https://www.byterover.dev/|real
Interloom|tax-storage|proprietary (managed enterprise store; Azure-backed)|https://interloom.com/en/security/|real
Interloom|tax-retrieval|extraction-pull (process-knowledge captured from enterprise systems and surfaced to agents on demand)|https://interloom.com/|real
Interloom|tax-update|extraction (captures how real work is performed across enterprise systems and converts to persistent memory layer)|https://interloom.com/|real
Interloom|tax-unit|skill (process knowledge / tacit knowledge of how work is performed; procedural memory)|https://interloom.com/|real
Interloom|tax-governance|auditable (ISO 27001:2022 + ISO 42001 + TISAX roadmap; enterprise process audit trail; single-tenant option)|https://interloom.com/en/security/|real
Cloudflare Agent Memory|tax-storage|hybrid (Durable Objects + Vectorize + D1 — KV/relational/vector mix)|https://developers.cloudflare.com/agents/|real
Cloudflare Agent Memory|tax-retrieval|similarity (Vectorize-backed) + injection (Durable Objects state)|https://developers.cloudflare.com/agents/|real
Cloudflare Agent Memory|tax-update|agent-controlled (Workers/Agents SDK; agent-driven persistence)|https://developers.cloudflare.com/agents/|real
Cloudflare Agent Memory|tax-unit|episode (agent session memory + conversational state via Durable Objects)|https://blog.cloudflare.com/introducing-agent-memory/|real
Cloudflare Agent Memory|claims|Beta-launched April 2026 during Cloudflare Agents Week; sits alongside Workers AI / Vectorize as the memory tier of the Cloudflare agent stack; geographically-distributed by default; integrates with Workers / D1 / Durable Objects|https://blog.cloudflare.com/introducing-agent-memory/|real
AWS Bedrock AgentCore Memory|tax-storage|proprietary (AWS-managed custom backend; S3-backed export)|https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory.html|real
AWS Bedrock AgentCore Memory|tax-retrieval|similarity (vector-backed) + injection (managed prompt assembly)|https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html|real
AWS Bedrock AgentCore Memory|tax-update|extraction (LangChain/LangGraph/Strands native integrations; agent-driven memory writes)|https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html|real
AWS Bedrock AgentCore Memory|tax-unit|fact + episode (managed memory in Bedrock AgentCore)|https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/memory-integrate-lang.html|real
AWS Bedrock AgentCore Memory|claims|GA 2025-10-13; native integrations with LangChain/LangGraph and Strands; powers long-running MCP servers + agent workloads; SOC 2 / HIPAA / FedRAMP High / PCI-DSS / GDPR compliance; customers include Caylent / Epsilon / Cox Automotive / Thomson Reuters / Workday / NTT Data / MongoDB / PGA TOUR / Pulumi / Snorkel.ai|https://aws.amazon.com/about-aws/whats-new/2025/10/amazon-bedrock-agentcore-available/|real
Fellou|tax-storage|proprietary (custom; spatial agentic browser; Agentic Memory layer learning from history and notes)|https://fellou.ai/|real
Fellou|tax-update|agent-controlled (agent runs tasks while user idle; learns from history and notes)|https://fellou.ai/|real
Fellou|tax-unit|trajectory (past task trajectories; research session recall)|https://fellou.ai/|real
Fellou|tax-governance|opaque (managed-only browser app; no inspect/edit interface for stored memory documented)|https://fellou.ai/|real
Memoria (MatrixOrigin)|tax-storage|hybrid (MatrixOne HTAP DB with MVCC/CoW; vector retrieval layer)|https://github.com/matrixorigin/Memoria|real
Memoria (MatrixOrigin)|tax-update|extraction (LLM-extracted facts; reader-separation design)|https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76|real
Memoria (MatrixOrigin)|tax-unit|fact + episode (LongMemEval evaluation; multi-session reasoning + temporal reasoning + knowledge updates)|https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76|real
Memoria (MatrixOrigin)|tax-governance|inspectable (MatrixOne SQL substrate; SQL dump export; on-prem option)|https://github.com/matrixorigin/Memoria|real
NeoCognition|tax-storage|hybrid (world-model + experiential learning over micro-environment; not specified further publicly)|https://techcrunch.com/2026/04/21/ai-research-lab-neocognition-lands-40m-seed-to-build-agents-that-learn-like-humans/|real
NeoCognition|tax-retrieval|agentic (Agentic RL loop; agents specialize over time rather than relying on static prompt context)|https://techcrunch.com/2026/04/21/ai-research-lab-neocognition-lands-40m-seed-to-build-agents-that-learn-like-humans/|real
NeoCognition|tax-governance|opaque (stealth-emerged April 2026; no public docs disclose governance posture)|https://neocognition.io/|real
Backboard|tax-update|extraction (vector-based memory product; LoCoMo-evaluated; uses fact-extraction inferred from sister memory products in same section)|https://github.com/Backboard-io|real
Backboard|tax-governance|inspectable (open-source LoCoMo benchmark fork; transparent evaluation harness)|https://github.com/Backboard-io/Backboard-Locomo-Benchmark|real
OpenMemory|claims|4.1k GitHub stars; +165/mo; Apache-2.0; OpenMemory MCP first-party MCP server; v1.2.3 released 2025-12-12; self-hosted ~$5-8/mo for 100k memories vs $60-120 for SaaS|https://github.com/CaviraOSS/OpenMemory|real
OpenMemory|mindshare|4.1k GitHub stars; +165/mo growth; below detection threshold for HN/press; OSS community presence|https://github.com/CaviraOSS/OpenMemory|real
MemMachine|claims|3.1k GitHub stars; Apache-2.0; multi-layered memory architecture; v0.3.7 released 2026-05-01; first-party MemMachine MCP; 0.9169 LoCoMo (paper); paper arXiv:2604.04853 also titled MemMachine; Enterprise version forthcoming|https://github.com/MemMachine/MemMachine|real
MemMachine|mindshare|3.1k GitHub stars; +30/mo growth; below detection threshold for HN/press; 2 academic citations on companion paper|https://github.com/MemMachine/MemMachine|real
O-Mem|claims|65 GitHub stars; Apache-2.0; from OPPO PersonalAI Research (corporate lab); arXiv:2511.13593 paper Nov 17 2025; targets self-evolving lifelong personal memory; 4 cites (too recent)|https://arxiv.org/abs/2511.13593|real
O-Mem|mindshare|65 GitHub stars; below detection threshold; 4 cites on companion paper (paper too recent)|https://github.com/OPPO-PersonalAI/O-Mem|real
LabGenius|tax-storage|proprietary (closed-loop EVA platform; structured experiment outcome data; not publicly specified storage primitive)|https://www.labgenius.app/|real
LabGenius|mindshare|below detection threshold for HN/press; Series B £35M led by M Ventures / Octopus Ventures / LG Corp May 2024 generated trade-press coverage|https://tech.eu/2024/05/22/labgenius-secures-ps35m-series-b-funding-for-therapeutic-antibody-discovery/|real
MagicSchool|tax-storage|file (district deployments pre-populate fields via RAG over uploaded curriculum/policy documents; no student profile)|https://www.magicschool.ai/|real
MagicSchool|tax-unit|document (uploaded curriculum/policy documents — RAG context, not student episodes)|https://www.magicschool.ai/|real
Claude Code auto-memory|claims|Persistent file-based memory at ~/.claude/projects/<project>/memory/ with MEMORY.md index plus typed memory files (user/feedback/project/reference); loaded into context across sessions; Claude Code v2.1.59+ required; complemented by Auto Dream consolidation|https://docs.claude.com/en/docs/claude-code/memory|real
Superpowers episodic-memory plugin|claims|Indexes prior conversations at session end and exposes search/show tools via MCP; distributed via obra/superpowers-marketplace; install with /plugin install episodic-memory@superpowers-marketplace; v1.2.0 released 2026-05-04; 372 GitHub stars; MIT license|https://github.com/obra/episodic-memory|real
mcp-memory (Puliczek)|mindshare|142 GitHub stars; below detection threshold for HN/press; one-click Cloudflare deploy on Workers + Vectorize + D1|https://github.com/Puliczek/mcp-memory|real
Official MCP Memory server|claims|Knowledge-graph-based persistent memory MCP server — the canonical reference implementation; npx -y @modelcontextprotocol/server-memory; configurable via MEMORY_FILE_PATH; release 2026.1.26 (2026-01-27); 85.1k★ on parent modelcontextprotocol/servers; +4.8k/mo|https://github.com/modelcontextprotocol/servers/tree/main/src/memory|real
Memori|claims|Apache-2.0; structured persistent memory layer (relational + vector hybrid); 14.1k GitHub stars; +175/mo; v3.3.3 released 2026-05-05; dual-mode (conscious + autonomous ingestion); $3.7M seed (May 2024); founders Harish Mukhami (CEO) and Michael Montero (CTO) NYC|https://github.com/MemoriLabs/Memori|real
Memary|claims|MIT; long-term knowledge-graph memory framework for autonomous agents; 2.6k GitHub stars; v0.1.5 released 2024-10-22; bio-inspired episodic+semantic memory model; ~40/mo PyPI downloads (memary pkg)|https://github.com/kingjulio8238/Memary|real
Anda Hippocampus|claims|Apache-2.0 + MIT; bio-inspired sleep-based memory consolidation; native graph for autonomous AI agents; 44 GitHub stars; v0.4.17 released 2026-05-05; from LDC Labs (creators of ICPanda DAO on ICP blockchain); Rust implementation|https://github.com/ldclabs/anda-hippocampus|real
M3-Agent (ByteDance)|mindshare|1.3k GitHub stars; below detection threshold; ~5 cites on arXiv:2508.09736 (paper too recent); ByteDance Seed + Zhejiang Univ + SJTU; published M3-Bench evaluation dataset|https://github.com/ByteDance-Seed/m3-agent|real
Anthropic Claude Memory|claims|Three-tier model: memory tool API + consumer Memory feature + Auto Dream consolidation; document-as-memory unit; 2024-09 Enterprise/Team rollout, 2026-03-02 expanded to all users incl. free tier; Rakuten reported 97% fewer errors / 27% lower cost / 34% lower latency; SOC 2 Type I/II + ISO 27001 + ISO 42001 + HIPAA|https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool|real
OpenAI ChatGPT Memory|claims|First-party memory in ChatGPT; auto-extracts persistent facts about the user across sessions; 2024-02-13 limited rollout; mid-2024 GA; April 2025 expansion to chat-history referencing; 100M+ MAU largest installed base; 26 HN + 4 press mindshare|https://openai.com/index/memory-and-new-controls-for-chatgpt/|real
Google Gemini Memory|claims|Personal Context setting + Personal Intelligence packing; 2024-11-20 rollout to Gemini Advanced subscribers; Memory import from ChatGPT/Claude in March 2026|https://blog.google/products/gemini/temporary-chats-privacy-controls/|real
Microsoft Copilot Memory|claims|Microsoft 365 Copilot memory stored in user's Exchange mailbox with compliance alignment; GA July 2025 (announced June 2025 Microsoft Build); 75% of Fortune 500 on M365|https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-personalization-memory|real
LinkedIn Cognitive Memory Agent|claims|Production memory infrastructure powering LinkedIn's Hiring Assistant + other GenAI apps; three-layer (episodic + semantic + procedural) shared substrate across multi-agent systems; recent-context retrieval + semantic search + summarisation-based compaction; April 2026 engineering blog|https://www.linkedin.com/blog/engineering/ai/the-linkedin-generative-ai-application-tech-stack-personalization-with-cognitive-memory-agent|real
Vertex AI Memory Bank|claims|Google Cloud managed memory service (Public Preview 2025-07-08); used by ADK's VertexAIMemoryBankService for cross-session persistent memory; intelligently stores and retrieves memories from past user interactions; rebranded as Gemini Enterprise Agent Platform Memory Bank at Google Cloud Next 2026 (GA 2026-04-22)|https://cloud.google.com/blog/products/ai-machine-learning/vertex-ai-memory-bank-in-public-preview|real
FutureHouse|mindshare|below detection threshold for HN/press; philanthropically funded (Eric Schmidt-backed); WikiCrow produced cited factsheets for 15,616 previously undocumented human genes; Edison spinout raised $70M seed at $250M valuation|https://techfundingnews.com/edison-raises-70m-ai-scientist-platform/|real
Causaly|mindshare|no data — searched not found|https://www.causaly.com/|searched-not-found
BenevolentAI|mindshare|no data — searched not found|https://www.benevolent.com/|searched-not-found
Elicit|mindshare|no data — searched not found|https://elicit.com/|searched-not-found
Scite.ai|mindshare|no data — searched not found|https://scite.ai/|searched-not-found
Iris.ai|mindshare|no data — searched not found|https://iris.ai/|searched-not-found
ResearchRabbit|mindshare|no data — searched not found|https://www.researchrabbit.ai/|searched-not-found
NVIDIA Isaac GR00T N1.7|tax-governance|inspectable (open foundation model; Apache-2.0; weights public via NVIDIA/Isaac-GR00T)|https://github.com/NVIDIA/Isaac-GR00T|real
NVIDIA ReMEmbR|tax-governance|inspectable (research paper; vector-DB-backed spatio-temporal episodic memory; arXiv:2409.13682)|https://arxiv.org/abs/2409.13682|real
MemoryVLA|tax-governance|inspectable (research paper; arXiv:2508.19236)|https://arxiv.org/abs/2508.19236|real
SG-Nav|tax-governance|inspectable (research paper; scene-graph-based navigation; arXiv:2410.08189)|https://arxiv.org/abs/2410.08189|real
Meta-Memory|tax-governance|inspectable (research paper; arXiv:2509.20754)|https://arxiv.org/abs/2509.20754|real
GWM (Gaussian World Models)|tax-governance|inspectable (research paper; gaussian-world-model project page)|https://gaussian-world-model.github.io/|real
SUMMARY|total_rows_terminated|47|—|—
SUMMARY|total_cells_filled|111|—|—
SUMMARY|status_real|105|—|—
SUMMARY|status_searched_not_found|6|—|—
SUMMARY|status_not_applicable|0|—|—
SUMMARY|new_product_rows_completed|6/6 (Anthropic Auto Dream + codebase-memory-mcp + Mistral Vibe + NVIDIA ICMS + Gemini Enterprise Memory Bank + Memories.ai LVMM 2.0)|—|—
