row_name,column_class,value,citation_url,status
Context Engineering,tax-governance,"not applicable — purely conceptual (discipline-rename tweet)",https://x.com/karpathy/status/1937902205765607626,not_applicable
Four-Type Agent Memory Taxonomy,tax-storage,"not applicable — taxonomy blog post, not a system",https://lilianweng.github.io/posts/2023-06-23-agent/,not_applicable
Four-Type Agent Memory Taxonomy,tax-retrieval,"not applicable — taxonomy blog post, not a system",https://lilianweng.github.io/posts/2023-06-23-agent/,not_applicable
Four-Type Agent Memory Taxonomy,tax-persistence,"not applicable — taxonomy blog post, not a system",https://lilianweng.github.io/posts/2023-06-23-agent/,not_applicable
Four-Type Agent Memory Taxonomy,tax-update,"not applicable — taxonomy blog post, not a system",https://lilianweng.github.io/posts/2023-06-23-agent/,not_applicable
Four-Type Agent Memory Taxonomy,tax-unit,"not applicable — taxonomy blog post, not a system",https://lilianweng.github.io/posts/2023-06-23-agent/,not_applicable
Four-Type Agent Memory Taxonomy,tax-governance,"not applicable — taxonomy blog post, not a system",https://lilianweng.github.io/posts/2023-06-23-agent/,not_applicable
Context Expansion Law,tax-storage,"not applicable — informal blog observation, not a system",https://huyenchip.com/2025/01/07/agents.html,not_applicable
Context Expansion Law,tax-retrieval,"not applicable — informal blog observation, not a system",https://huyenchip.com/2025/01/07/agents.html,not_applicable
Context Expansion Law,tax-persistence,"not applicable — informal blog observation, not a system",https://huyenchip.com/2025/01/07/agents.html,not_applicable
Context Expansion Law,tax-update,"not applicable — informal blog observation, not a system",https://huyenchip.com/2025/01/07/agents.html,not_applicable
Context Expansion Law,tax-unit,"not applicable — informal blog observation, not a system",https://huyenchip.com/2025/01/07/agents.html,not_applicable
Context Expansion Law,tax-governance,"not applicable — informal blog observation, not a system",https://huyenchip.com/2025/01/07/agents.html,not_applicable
Memory Poisoning as Attack Surface,tax-storage,"not applicable — security commentary post, not a system",https://simonwillison.net/2025/Sep/18/agents/,not_applicable
Memory Poisoning as Attack Surface,tax-retrieval,"not applicable — security commentary post, not a system",https://simonwillison.net/2025/Sep/18/agents/,not_applicable
Memory Poisoning as Attack Surface,tax-persistence,"not applicable — security commentary post, not a system",https://simonwillison.net/2025/Sep/18/agents/,not_applicable
Memory Poisoning as Attack Surface,tax-update,"not applicable — security commentary post, not a system",https://simonwillison.net/2025/Sep/18/agents/,not_applicable
Memory Poisoning as Attack Surface,tax-unit,"not applicable — security commentary post, not a system",https://simonwillison.net/2025/Sep/18/agents/,not_applicable
Memory Poisoning as Attack Surface,tax-governance,"not applicable — security commentary post, not a system",https://simonwillison.net/2025/Sep/18/agents/,not_applicable
Context Engineering — naming event,tax-storage,"not applicable — informal naming-event blog post, not a system",https://simonwillison.net/2025/Jun/27/context-engineering/,not_applicable
Context Engineering — naming event,tax-retrieval,"not applicable — informal naming-event blog post, not a system",https://simonwillison.net/2025/Jun/27/context-engineering/,not_applicable
Context Engineering — naming event,tax-persistence,"not applicable — informal naming-event blog post, not a system",https://simonwillison.net/2025/Jun/27/context-engineering/,not_applicable
Context Engineering — naming event,tax-update,"not applicable — informal naming-event blog post, not a system",https://simonwillison.net/2025/Jun/27/context-engineering/,not_applicable
Context Engineering — naming event,tax-unit,"not applicable — informal naming-event blog post, not a system",https://simonwillison.net/2025/Jun/27/context-engineering/,not_applicable
Context Engineering — naming event,tax-governance,"not applicable — informal naming-event blog post, not a system",https://simonwillison.net/2025/Jun/27/context-engineering/,not_applicable
JEPA Six-Module World Model (informal),tax-storage,parametric,https://openreview.net/pdf?id=BZ5a1r-kVsf,real_data
JEPA Six-Module World Model (informal),tax-retrieval,parametric-recall,https://openreview.net/pdf?id=BZ5a1r-kVsf,real_data
JEPA Six-Module World Model (informal),tax-persistence,parametric-permanent,https://openreview.net/pdf?id=BZ5a1r-kVsf,real_data
JEPA Six-Module World Model (informal),tax-update,parametric-edit,https://openreview.net/pdf?id=BZ5a1r-kVsf,real_data
JEPA Six-Module World Model (informal),tax-unit,weight,https://openreview.net/pdf?id=BZ5a1r-kVsf,real_data
JEPA Six-Module World Model (informal),tax-governance,opaque,https://openreview.net/pdf?id=BZ5a1r-kVsf,real_data
ImplicitMemBench,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.08064,not_applicable
ImplicitMemBench,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.08064,not_applicable
ImplicitMemBench,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.08064,not_applicable
ImplicitMemBench,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.08064,not_applicable
ImplicitMemBench,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.08064,not_applicable
MemEvoBench,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.15774,not_applicable
MemEvoBench,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.15774,not_applicable
MemEvoBench,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.15774,not_applicable
MemEvoBench,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.15774,not_applicable
MemEvoBench,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2604.15774,not_applicable
LongMemEval,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.10813,not_applicable
LongMemEval,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.10813,not_applicable
LongMemEval,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.10813,not_applicable
LongMemEval,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.10813,not_applicable
LongMemEval,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.10813,not_applicable
LoCoMo,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.17753,not_applicable
LoCoMo,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.17753,not_applicable
LoCoMo,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.17753,not_applicable
LoCoMo,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.17753,not_applicable
LoCoMo,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.17753,not_applicable
NIAH (Needle in a Haystack),tax-storage,"not applicable — eval dataset, not a system",https://github.com/gkamradt/LLMTest_NeedleInAHaystack,not_applicable
NIAH (Needle in a Haystack),tax-retrieval,"not applicable — eval dataset, not a system",https://github.com/gkamradt/LLMTest_NeedleInAHaystack,not_applicable
NIAH (Needle in a Haystack),tax-persistence,"not applicable — eval dataset, not a system",https://github.com/gkamradt/LLMTest_NeedleInAHaystack,not_applicable
NIAH (Needle in a Haystack),tax-unit,"not applicable — eval dataset, not a system",https://github.com/gkamradt/LLMTest_NeedleInAHaystack,not_applicable
NIAH (Needle in a Haystack),tax-governance,"not applicable — eval dataset, not a system",https://github.com/gkamradt/LLMTest_NeedleInAHaystack,not_applicable
BABILong,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2406.10149,not_applicable
BABILong,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2406.10149,not_applicable
BABILong,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2406.10149,not_applicable
BABILong,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2406.10149,not_applicable
BABILong,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2406.10149,not_applicable
RULER,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2404.06654,not_applicable
RULER,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2404.06654,not_applicable
RULER,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2404.06654,not_applicable
RULER,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2404.06654,not_applicable
RULER,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2404.06654,not_applicable
HELMET,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.02694,not_applicable
HELMET,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.02694,not_applicable
HELMET,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.02694,not_applicable
HELMET,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.02694,not_applicable
HELMET,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2410.02694,not_applicable
InfiniteBench (∞Bench),tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.13718,not_applicable
InfiniteBench (∞Bench),tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.13718,not_applicable
InfiniteBench (∞Bench),tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.13718,not_applicable
InfiniteBench (∞Bench),tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.13718,not_applicable
InfiniteBench (∞Bench),tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2402.13718,not_applicable
LongBench,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2308.14508,not_applicable
LongBench,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2308.14508,not_applicable
LongBench,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2308.14508,not_applicable
LongBench,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2308.14508,not_applicable
LongBench,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2308.14508,not_applicable
MemBench,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2506.21605,not_applicable
MemBench,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2506.21605,not_applicable
MemBench,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2506.21605,not_applicable
MemBench,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2506.21605,not_applicable
MemBench,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2506.21605,not_applicable
MemoryAgentBench,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2507.05257,not_applicable
MemoryAgentBench,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2507.05257,not_applicable
MemoryAgentBench,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2507.05257,not_applicable
MemoryAgentBench,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2507.05257,not_applicable
MemoryAgentBench,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2507.05257,not_applicable
MemoryArena,tax-storage,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2509.20148,not_applicable
MemoryArena,tax-retrieval,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2509.20148,not_applicable
MemoryArena,tax-persistence,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2509.20148,not_applicable
MemoryArena,tax-unit,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2509.20148,not_applicable
MemoryArena,tax-governance,"not applicable — eval dataset, not a system",https://arxiv.org/abs/2509.20148,not_applicable
PathRAG,tax-persistence,long-term,https://arxiv.org/abs/2502.14902,real_data
PathRAG,tax-governance,inspectable,https://github.com/BUPT-GAMMA/PathRAG,real_data
PathRAG,claims,"Path-pruned graph retrieval — outperforms baselines on six datasets via flow-based pruning + reliability scoring; 45 cites; 356 stars on GitHub.",https://arxiv.org/abs/2502.14902,real_data
HyDE,tax-persistence,long-term,https://arxiv.org/abs/2212.10496,real_data
HyDE,tax-governance,inspectable,https://github.com/texttron/hyde,real_data
HyDE,claims,"Hypothetical Document Embeddings — LLM generates a hypothetical answer document and embeds that instead of the query, closing the query-document semantic gap. SIGIR 2023; 667 citations.",https://arxiv.org/abs/2212.10496,real_data
A-MEM,tax-governance,inspectable,https://github.com/WujiangXu/A-mem,real_data
A-MEM,claims,"Atomic-note (Zettelkasten-style) memory: dynamic linking and retroactive revision of memories. 871 stars; NeurIPS 2025; 443 cites.",https://arxiv.org/abs/2502.12110,real_data
RAPTOR,tax-persistence,long-term,https://arxiv.org/abs/2401.18059,real_data
RAPTOR,tax-governance,inspectable,https://github.com/parthsarthi03/raptor,real_data
LazyGraphRAG,tax-persistence,long-term,https://github.com/microsoft/graphrag/discussions/1490,real_data
LazyGraphRAG,tax-governance,inspectable,https://github.com/microsoft/graphrag/discussions/1490,real_data
HippoRAG / HippoRAG2,tax-persistence,long-term,https://arxiv.org/abs/2405.14831,real_data
HippoRAG / HippoRAG2,tax-governance,inspectable,https://github.com/OSU-NLP-Group/HippoRAG,real_data
LightRAG,tax-persistence,long-term,https://arxiv.org/abs/2410.05779,real_data
LightRAG,tax-governance,inspectable,https://github.com/HKUDS/LightRAG,real_data
Adaptive-RAG,tax-persistence,long-term,https://arxiv.org/abs/2403.14403,real_data
Adaptive-RAG,tax-governance,inspectable,https://github.com/starsuzi/Adaptive-RAG,real_data
RouteRAG,tax-persistence,long-term,https://arxiv.org/abs/2512.09487,real_data
RouteRAG,tax-governance,inspectable,https://arxiv.org/abs/2512.09487,real_data
GraphRAFT,tax-governance,opaque,https://arxiv.org/abs/2504.05478,real_data
GraphRAFT,claims,"Retrieval-augmented fine-tuning over knowledge graphs on graph databases — improves domain-specific RAG by training the model to handle KG-style retrieval; 6 cites.",https://arxiv.org/abs/2504.05478,real_data
Beyond RAG for Agent Memory,tax-persistence,long-term,https://arxiv.org/abs/2602.02007,real_data
Beyond RAG for Agent Memory,tax-governance,inspectable,https://arxiv.org/abs/2602.02007,real_data
Generative Semantic Workspace (GSW),tax-persistence,long-term,https://arxiv.org/abs/2511.07587,real_data
Generative Semantic Workspace (GSW),tax-governance,inspectable,https://arxiv.org/abs/2511.07587,real_data
TC-RAG,tax-persistence,long-term,https://arxiv.org/abs/2408.09199,real_data
TC-RAG,tax-governance,inspectable,https://github.com/Artessay/TC-RAG,real_data
KAG,tax-persistence,long-term,https://arxiv.org/abs/2409.13731,real_data
KAG,tax-governance,inspectable,https://arxiv.org/abs/2409.13731,real_data
Speculative RAG,tax-persistence,long-term,https://arxiv.org/abs/2407.08223,real_data
Speculative RAG,tax-governance,inspectable,https://arxiv.org/abs/2407.08223,real_data
CRAG,tax-persistence,long-term,https://arxiv.org/abs/2401.15884,real_data
CRAG,tax-governance,inspectable,https://arxiv.org/abs/2401.15884,real_data
Self-RAG,tax-persistence,long-term,https://arxiv.org/abs/2310.11511,real_data
Self-RAG,tax-governance,inspectable,https://arxiv.org/abs/2310.11511,real_data
FLARE,tax-persistence,long-term,https://arxiv.org/abs/2305.06983,real_data
FLARE,tax-governance,inspectable,https://arxiv.org/abs/2305.06983,real_data
ITER-RETGEN,tax-persistence,long-term,https://arxiv.org/abs/2305.15294,real_data
ITER-RETGEN,tax-governance,inspectable,https://arxiv.org/abs/2305.15294,real_data
StructRAG,tax-persistence,long-term,https://arxiv.org/abs/2410.08815,real_data
StructRAG,tax-governance,inspectable,https://arxiv.org/abs/2410.08815,real_data
HiRAG,tax-persistence,long-term,https://arxiv.org/abs/2503.10150,real_data
HiRAG,tax-governance,inspectable,https://arxiv.org/abs/2503.10150,real_data
LongRAG,tax-persistence,long-term,https://arxiv.org/abs/2406.15319,real_data
LongRAG,tax-governance,inspectable,https://arxiv.org/abs/2406.15319,real_data
Multi-Head RAG (MHRAG),tax-persistence,long-term,https://arxiv.org/abs/2406.05085,real_data
Multi-Head RAG (MHRAG),tax-governance,inspectable,https://arxiv.org/abs/2406.05085,real_data
BGE-M3,tax-persistence,long-term,https://arxiv.org/abs/2402.03216,real_data
BGE-M3,tax-governance,inspectable,https://arxiv.org/abs/2402.03216,real_data
ChunkRAG,tax-persistence,long-term,https://arxiv.org/abs/2410.19572,real_data
ChunkRAG,tax-governance,inspectable,https://arxiv.org/abs/2410.19572,real_data
AutoRAG,tax-persistence,long-term,https://arxiv.org/abs/2410.20878,real_data
AutoRAG,tax-governance,inspectable,https://arxiv.org/abs/2410.20878,real_data
WeKnow-RAG,tax-persistence,long-term,https://arxiv.org/abs/2408.07611,real_data
WeKnow-RAG,tax-governance,inspectable,https://arxiv.org/abs/2408.07611,real_data
REALM,tax-governance,inspectable,https://github.com/google-research/language/blob/master/language/realm/README.md,real_data
REALM,claims,"Foundational paper integrating retrieval into LM pre-training — backprop through retrieval over Wikipedia-scale corpus; 2.9k citations; ICML 2020.",https://arxiv.org/abs/2002.08909,real_data
Atlas,tax-governance,inspectable,https://github.com/facebookresearch/atlas,real_data
Atlas,mindshare,"1,205 citations on Semantic Scholar; foundational few-shot retrieval-augmented LM from Meta AI",https://www.semanticscholar.org/paper/916be31cbf847faa65cad0549e153f0c25b9f424,real_data
LLM as OS Kernel,tax-update,"not applicable — purely conceptual (Karpathy tweet metaphor)",https://x.com/karpathy/status/1707437820045062561,not_applicable
LLM as OS Kernel,tax-governance,"not applicable — purely conceptual (Karpathy tweet metaphor)",https://x.com/karpathy/status/1707437820045062561,not_applicable
LLM OS Specs,tax-update,"not applicable — purely conceptual (Karpathy tweet operationalisation)",https://x.com/karpathy/status/1723140519554105733,not_applicable
LLM OS Specs,tax-governance,"not applicable — purely conceptual (Karpathy tweet operationalisation)",https://x.com/karpathy/status/1723140519554105733,not_applicable
MemOS (MemTensor),tax-governance,inspectable,https://github.com/MemTensor/MemOS,real_data
BAI-LAB MemoryOS,tax-governance,inspectable,https://github.com/BAI-LAB/MemoryOS,real_data
Titans (Google),tax-governance,opaque,https://arxiv.org/abs/2501.00663,real_data
MemoRAG,tax-governance,inspectable,https://github.com/qhjqhj00/MemoRAG,real_data
EVOLVE-MEM,tax-governance,opaque,https://openreview.net/forum?id=dfPQrg1WA5,real_data
EverMemOS,tax-governance,opaque,https://arxiv.org/abs/2601.02163,real_data
TiMem,tax-governance,opaque,https://arxiv.org/abs/2601.02845,real_data
LiCoMemory,tax-governance,opaque,https://arxiv.org/abs/2511.01448,real_data
RAFT,tax-governance,inspectable,https://github.com/ShishirPatil/gorilla/tree/main/raft,real_data
CAG (Cache-Augmented Generation),tax-governance,inspectable,https://arxiv.org/abs/2412.15605,real_data
RETRO,tax-governance,opaque,https://arxiv.org/abs/2112.04426,real_data
RL-Based Continual Learning as Memory,tax-governance,"not applicable — opinion blog post, not a system",https://cameronrwolfe.substack.com/p/rl-continual-learning,not_applicable
SUMMARY,total_rows_assigned,67,,
SUMMARY,total_cells_assigned,207,,
SUMMARY,cells_real_data,77,,
SUMMARY,cells_not_applicable,129,,
SUMMARY,cells_searched_not_found,1,,
SUMMARY,rows_fully_terminated,67,,
SUMMARY,sections_dominated_na,"theoretical/informal (12 rows): all 6 axes N/A on most rows; benchmarks (15 rows): all 5 axes N/A as eval datasets",,
SUMMARY,sections_dominated_real,"retrieval-as-memory hybrids (31 rows): persistence=long-term, governance=inspectable inferred from open-source RAG pattern; research/specialised (9 rows): governance inferred from open vs closed code release",,
SUMMARY,unresolvable_rows,none,,
